"EXPERIMENT","EVENNESS_CONTROL","EXTRACTED_RESOURCES","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","NUM_DETECTORS","NUM_EXTRACTORS","NUM_TRANSPORTERS","SIGNAL_SENT","SIGNAL_RECEIVED"
162,"d","p","a","s","b",3,4,225,11,4,28,"d",6.51839464882943,0.0775311644876862,0.00115735877166312,85.1278690668896,69.9841263411371,1732.8020937893,451.858333283333,8.97993311036789,6.73244147157191,7.56521739130435,22682.9933110368,6537.98662207358
163,"d","p","a","s","b",3,4,625,93,12,78,"r",9425.25752508361,0.443233718128529,0.197943070989319,220.038206645485,491.905602886288,8562.4909851204,720.683257359155,7,8.70234113712375,6.85953177257525,144362.35451505,57279.7959866221
164,"d","p","a","s","b",3,4,225,33,4,28,"r",3406.57190635452,0.49305766697071,0.20162000831053,60.6536168628763,223.513442819398,4930.46383083278,265.523085418118,6.1505016722408,10.819397993311,6.39464882943144,56771.6387959866,25031.3745819398
165,"d","p","a","s","b",3,4,225,11,4,28,"r",1370.78595317726,0.643660687138948,0.243392345393737,35.1043279832776,240.853031829431,2157.85164697659,246.847859385417,7.73913043478261,8.81605351170569,6.75919732441472,44779.1672240803,27660.8963210702
166,"d","p","a","s","b",3,4,225,11,4,28,"d",115.779264214047,0.217999391912435,0.0205573557312253,57.1916386655518,41.5740550200669,2268.62352330435,368.098560169154,7.33779264214047,8.1571906354515,7.35451505016722,15381.2240802676,3645.37123745819
167,"d","p","a","s","b",3,4,225,11,4,28,"d",185.792642140468,0.311340833079964,0.0329887087260566,120.138385230769,33.1069380602007,2506.50504238462,418.3036056,10.1103678929766,6.56521739130435,6.09030100334448,11318.6655518395,2482.94983277592
168,"d","p","a","s","b",3,4,625,93,12,78,"d",1822.71237458194,0.131837307152875,0.0382794045384256,217.752667394649,538.302426916388,10589.6867875753,749.759285509901,7.38127090301003,9.40802675585284,6.80602006688963,169123.227424749,61685.1003344482
169,"d","p","a","s","b",3,4,225,11,4,28,"r",1528.15050167224,0.664335664335664,0.271333498023715,30.6731090635452,171.947683234114,4201.94457391973,335.377361317857,6.92307692307692,10.1070234113712,6.19063545150502,51523.5384615385,19336.0635451505
170,"d","p","a","s","b",3,4,625,93,12,78,"r",10252.7424749164,0.426439385766174,0.215321367389506,254.124774451505,858.06530187291,10571.763037796,719.106080905263,6.79933110367893,9.31438127090301,7.36454849498328,277349.237458194,75422.6053511706
171,"d","p","a","s","b",3,4,625,31,12,78,"d",727.548494983278,0.196245549681735,0.0458384748085015,177.029161588629,368.680830190635,8634.42856352174,1019.31550029845,7.95652173913043,8.20735785953177,7.32775919732441,130028.147157191,36131.5351170569
172,"d","p","a","s","b",3,4,625,93,12,78,"d",504.046822742475,0.0580789009961521,0.0105856556622433,257.589929140468,163.976300782609,7707.73490369231,675.114035087719,8.36120401337793,7.73244147157191,7.31772575250836,63132.9732441472,13154.2173913043
173,"d","p","a","s","b",3,4,225,33,4,28,"r",3497.23745819398,0.494780581737103,0.206986103982974,70.1845447591973,184.462498237458,3972.69802292642,254.339008876812,6.17725752508361,10.4615384615385,6.79598662207358,53867.2809364549,21013.6555183946
174,"d","p","a","s","b",3,4,625,93,12,78,"d",3019.11705685619,0.207429783867372,0.0634055109864423,244.205210133779,539.54673738796,7196.66115525084,568.081657094421,7.9866220735786,9.11036789297659,6.42809364548495,191751.608695652,28790.2140468227
175,"d","p","a","s","b",3,4,225,11,4,28,"r",1380.54180602007,0.61173608999696,0.245124568865917,40.1461931772575,174.660306056856,4425.66900693645,261.114086003802,6.05016722408027,10.4280936454849,6.90635451505017,54312.2642140468,17162.2441471572
176,"d","p","a","s","b",3,4,225,33,4,28,"r",2786.07357859532,0.431640822945171,0.164895438532482,87.6889968327759,223.30645729097,3224.60932885953,273.375313380435,6.8561872909699,10.0334448160535,6.39130434782609,53553.7357859532,25098.7859531773
177,"d","p","a","s","b",3,4,225,11,4,28,"r",1079.30100334448,0.553359683794466,0.191637208878078,48.1450657190635,147.950805635452,4939.73368212709,276.707155628459,6.68227424749164,10.5117056856187,6.2809364548495,36363.9799331104,15783.8093645485
178,"d","p","a","s","b",3,4,225,11,4,28,"r",1655.63545150502,0.637579811492855,0.293969319245971,29.8186345785953,211.615573608696,3612.20880757191,304.416578721015,7.45819397993311,8.34448160535117,7.67224080267559,62744.2408026756,23487.6287625418
179,"d","p","a","s","b",3,4,625,31,12,78,"r",3883.69565217391,0.562088682705793,0.244688470708814,233.830607695652,705.114776712375,10531.0970156455,700.161718010453,7.79598662207358,8.17056856187291,7.2943143812709,260711.016722408,65487.1638795987
180,"d","p","a","s","b",3,4,625,31,12,78,"r",5095.01003344482,0.617758118459381,0.321006161721869,123.273556180602,908.51889722408,11372.0257886522,628.057190303448,6.4314381270903,10.3010033444816,6.7123745819398,319422.384615385,73078.1237458194
181,"d","p","a","s","b",3,4,625,31,12,78,"d",2266.20066889632,0.347394540942928,0.14277976642572,197.684746421405,273.117298090301,9727.31240812709,997.324408522581,7.54180602006689,8.92642140468227,6.93311036789298,82107.2006688963,25498.0301003344
182,"d","p","a","s","b",3,4,225,33,4,28,"r",3964.63210702341,0.543022195196108,0.234649139961488,63.7110440033445,224.263553842809,4833.2712487592,285.786859862816,7.05016722408027,9.82943143812709,6.64548494983278,68144.779264214,24990.7892976589
183,"d","p","a","s","b",3,4,225,33,4,28,"d",83.0267558528428,0.0551332725245769,0.00491398094658964,119.046778946488,34.4986277993311,1046.84597049498,272.719259244444,9.14715719063545,7.20735785953177,6.83277591973244,15155.8595317726,1727.81939799331
184,"d","p","a","s","b",3,4,625,93,12,78,"d",2991.50836120401,0.210090984284533,0.0628256916963355,198.052232444816,960.398358662207,9657.05193700669,641.980948896296,7.4247491638796,9.2943143812709,6.50836120401338,355017.936454849,61804.4548494983
185,"d","p","a","s","b",3,4,225,33,4,28,"r",3513.08695652174,0.498125063342455,0.207924166615993,64.3788076086957,174.889559816054,4093.72496821405,292.754125448763,7.33444816053512,9.62207357859532,6.51839464882943,44787.5551839465,21968.508361204
186,"d","p","a","s","b",3,4,225,33,4,28,"d",1169.78260869565,0.20563494476538,0.0692342789094963,97.0646350100334,198.413500280936,3558.94932282943,365.265421668539,8.11371237458194,8.92642140468227,6.49498327759197,73919.0869565217,9719.55518394649
187,"d","p","a","s","b",3,4,225,33,4,28,"r",2831.27759197324,0.43245160636465,0.167570864396473,81.7365093244147,147.631067983278,4441.97632037124,316.667200549451,7.24414715719064,9.00334448160535,7.28428093645485,46474.4581939799,16946.618729097
188,"d","p","a","s","b",3,4,225,33,4,28,"r",2877.97324414716,0.421404682274247,0.170334575453532,75.1795504782609,150.616599180602,4864.32236969565,290.102462602317,5.93645484949833,10.6354515050167,7.01003344481605,37920.5953177258,19144.0234113712
189,"d","p","a","s","b",3,4,625,31,12,78,"r",3874.00668896321,0.567051461862121,0.244078027295285,116.011724020067,515.989737478261,11017.8526986589,593.696941799296,7.03010033444816,9.71571906354515,6.561872909699,149657.605351171,64744.1906354515
190,"d","p","a","s","b",3,4,625,93,12,78,"d",26.4682274247492,0.019383608443917,0.00055586402704355,278.622699086957,142.708748762542,3880.7506919699,1025.43410851163,9.4314381270903,6.59197324414716,7.52842809364549,55542.8829431438,12061.8996655518
191,"d","p","a","s","b",3,4,225,33,4,28,"d",806.137123745819,0.15313671835411,0.0477117005168744,93.515739361204,71.3138778829431,3288.92470301672,495.969775734266,7.8428093645485,7.47491638795987,7.97324414715719,25607.0869565217,3879.71571906355
192,"d","p","a","s","b",3,4,225,11,4,28,"r",1360.46822742475,0.600486470051687,0.241560364852539,23.3319994949833,215.933070725753,3224.92523210702,295.519311802575,7.33444816053512,7.23076923076923,8.36120401337793,54664.2943143813,21023.3745819398
193,"d","p","a","s","b",3,4,225,33,4,28,"d",256.163879598662,0.115232593493463,0.0151612021891152,115.389435147157,123.189772762542,2425.90347336455,300.820025343558,9.07023411371237,8.21070234113712,6.25752508361204,46239.5050167224,8550.10033444816
194,"d","p","a","s","b",3,4,225,11,4,28,"r",1693.9364548495,0.689267254484646,0.300769924293098,25.2085172274247,310.163317384615,3592.12884702341,266.335735988722,6.46822742474916,10.2341137123746,6.85284280936455,111550.598662207,21373.7892976589
195,"d","p","a","s","b",3,4,225,11,4,28,"d",942.749163879599,0.492550927333536,0.167391501976285,42.5230947324415,80.275651444816,3679.82458411371,264.744197774319,7.15384615384615,9.36120401337793,7.07357859531773,25604.4046822742,6821.64548494983
196,"d","p","a","s","b",3,4,625,31,12,78,"r",2764.61872909699,0.470061495306937,0.174182111662531,187.123260598662,816.205887685619,7588.51599689298,715.535340779528,6.62876254180602,10.4581939799331,6.35117056856187,215224.113712375,100378.280936455
197,"d","p","a","s","b",3,4,225,33,4,28,"r",3275.53511705686,0.457991284078241,0.193864516266342,86.7938314113712,244.185409297659,3887.37214497324,278.643459724638,7.27090301003344,9.39130434782609,6.76254180602007,59184.3745819398,29336.0969899666
198,"d","p","a","s","b",3,4,225,33,4,28,"r",3977.73913043478,0.543123543123543,0.235424886490321,85.1360295016722,249.221035819398,3429.07470169565,234.068394751852,6.66889632107023,9.49498327759197,7.20735785953177,56127.5618729097,30449.5484949833
199,"d","p","a","s","b",3,4,625,31,12,78,"d",2427.87959866221,0.434458949185457,0.152966189017154,175.481697789298,427.933939545151,9064.89781651839,813.862176812274,8.32441471571906,7.97993311036789,6.73578595317726,148853.839464883,42915
200,"d","p","a","s","b",3,4,225,33,4,28,"d",1.94648829431438,0.024424850511807,0.000115197020370933,123.742150424749,58.7452245551839,1558.06127805017,350.181818181818,8.95652173913044,7.32107023411371,7.29096989966555,21978.1906354515,4452.5652173913
201,"d","p","a","s","b",3,4,225,33,4,28,"d",158.103678929766,0.0808756460930374,0.00935744876862268,106.71095864214,34.988137083612,1319.944750301,250.025641025641,9.11036789297659,6.56521739130435,7.17725752508361,14985.2274247492,2060.35451505017
202,"d","p","a","s","b",3,4,625,93,12,78,"r",10356.4615384615,0.463660229438631,0.217499606861582,289.544585280936,522.778133722408,8282.33726960535,734.343085003636,7.63210702341137,9.1438127090301,6.67892976588629,116771.799331104,51084.9397993311
203,"d","p","a","s","b",3,4,625,31,12,78,"r",5772.07357859532,0.703743661667925,0.363663894487,152.241767341137,497.971107685619,12042.3507847258,758.435772236934,6.44481605351171,9.40133779264214,7.17725752508361,140731.655518395,46658.7324414716
204,"d","p","a","s","b",3,4,625,31,12,78,"d",864.57525083612,0.213615276728881,0.054471712806128,167.676491896321,294.399723939799,10265.8559190368,1068.63249611297,8.37123745819398,8.36454849498328,6.8695652173913,72563.0234113712,30525.2742474916
205,"d","p","a","s","b",3,4,225,11,4,28,"d",23.3311036789298,0.180297962906659,0.00414255913651566,89.9274267859532,37.1509062341137,1971.85891731438,486.273536862595,9.29096989966555,5.95317725752508,8.05351170568562,13002.9665551839,3434.03678929766
206,"d","p","a","s","b",3,4,625,31,12,78,"r",4639.02006688963,0.660696946811954,0.292276954148236,187.342796103679,833.757152324415,9178.62669791304,720.844780185567,6.65217391304348,9.08695652173913,6.49163879598662,215541.943143813,94551.2408026756
207,"d","p","a","s","b",3,4,225,11,4,28,"r",1697.58193979933,0.669504408634843,0.301417202797203,33.2200667725753,220.367886,5401.5074527893,264.738617440972,6.55183946488294,10.3779264214047,6.54849498327759,62149.8093645485,21141.4816053512
208,"d","p","a","s","b",3,4,625,31,12,78,"r",4736.80602006689,0.622397238105513,0.298437863092027,138.943425732441,373.785502023411,13946.1124773278,582.516606103448,6.89632107023411,9.44481605351171,7.03678929765886,74557.2173913044,33089.220735786
209,"d","p","a","s","b",3,4,625,93,12,78,"d",2981.33444816053,0.196461322688532,0.0626120256050635,213.163564792642,267.644178086957,8489.08845849164,627.822233642336,7.18060200668896,8.66220735785953,7.64548494983278,69791.3545150502,22880.5585284281
210,"d","p","a","s","b",3,4,225,11,4,28,"r",1984.13712374582,0.72027972027972,0.352297032228641,22.950070819398,391.178106294314,4656.92116254849,257.303622313589,6.78595317725753,9.5685618729097,6.95986622073579,125899.859531773,35747.3846153846
211,"d","p","a","s","b",3,4,225,33,4,28,"r",4216.22742474916,0.552042160737813,0.249539960575656,47.0927533879599,791.118656809365,4727.10975341806,238.690096090592,6.48494983277592,10.133779264214,6.8628762541806,222031.193979933,97186.4849498328
212,"d","p","a","s","b",3,4,225,11,4,28,"r",1539.31772575251,0.612648221343874,0.273316312861052,27.4428587591973,400.021608033445,4009.51914540468,236.424446689781,6.33444816053512,10.1872909698997,7.03344481605351,134562.816053512,40196.8662207358
213,"d","p","a","s","b",3,4,625,93,12,78,"d",2590.77591973244,0.165641744884382,0.0544097712086885,160.845525063545,378.570344715719,9568.80114010368,576.696270893536,6.53846153846154,10.2608695652174,6.41137123745819,131805.64548495,39180.2742474916
214,"d","p","a","s","b",3,4,625,93,12,78,"r",8253.15050167224,0.396159240479016,0.173327248282806,309.306166538462,506.583938227425,9620.14793408696,839.783781689531,7.18060200668896,9.75250836120401,6.40133779264214,144775.535117057,63597.4247491639
215,"d","p","a","s","b",3,4,625,93,12,78,"r",9188.89297658863,0.424137807027008,0.192979097996907,250.861594859532,519.372432414716,11632.6180689331,745.635836679442,6.74581939799331,10.2307692307692,6.42140468227425,164361.294314381,52522.4046822742
216,"d","p","a","s","b",3,4,625,93,12,78,"d",393.147157190635,0.0476498723343043,0.00825661373035567,314.367139511706,71.3523589732442,5785.1584966689,784.185064922078,8.55183946488294,6.78595317725753,7.63545150501672,30086.5551839465,5072.95986622074
217,"d","p","a","s","b",3,4,225,11,4,28,"d",304.685618729097,0.307692307692308,0.0540989689875342,87.9396674280936,28.7167049966555,2429.22726100334,300.799775636752,8.95652173913044,7.31772575250836,7.14715719063545,10504.4481605351,2123.70234113712
218,"d","p","a","s","b",3,4,225,33,4,28,"r",2734.90301003344,0.439140569575352,0.16186687726766,95.6486133344482,221.610530755853,2772.20355567559,238.796737107143,7.37792642140468,9.55183946488294,6.32441471571906,70283.3913043478,21453.3545150502
219,"d","p","a","s","b",3,4,625,93,12,78,"r",9135.76254180602,0.411227388786996,0.191863287697342,281.362101040134,655.372621829431,9443.08402313044,617.897167017422,7.53511705685619,9.20735785953177,6.52842809364549,211016.311036789,51985.8193979933
220,"d","p","a","s","b",3,4,625,31,12,78,"r",4678.94314381271,0.581184593807315,0.294792268529507,167.35719838796,653.952151254181,10946.2956922441,753.700259929329,6.29765886287625,10.4548494983278,6.58862876254181,195748.173913043,51179.4615384615
221,"d","p","a","s","b",3,4,225,11,4,28,"r",1498.72240802676,0.622377622377622,0.266108337488598,43.8008114882943,142.484374565217,4040.43637601338,295.895136287879,6.67892976588629,10.2274247491639,6.60535117056856,38794.9397993311,12451.2006688963
222,"d","p","a","s","b",3,4,625,31,12,78,"d",1872.71237458194,0.368000863092027,0.117988416334017,156.017843535117,463.91179538796,11227.0677775318,1050.62157644776,8.01003344481605,8.47491638795987,6.94314381270903,129408.963210702,42729.5451505017
223,"d","p","a","s","b",3,4,225,33,4,28,"d",1.44481605351171,0.0206749771967163,8.55068409851018e-05,82.528023632107,39.5584887792642,1531.29540480936,497.863636363636,8.79264214046823,7.21070234113712,7.34782608695652,10127.6421404682,3767.52842809365
224,"d","p","a","s","b",3,4,225,33,4,28,"d",4.9866220735786,0.0151008411877977,0.000295132867132867,106.285314769231,43.7120410301003,1004.02810104682,470.892857142857,8.97324414715719,6.62876254180602,7.49498327759197,16550.5953177258,3550.47491638796
225,"d","p","a","s","b",3,4,625,31,12,78,"d",16.5418060200669,0.0381918222030424,0.00104219009601899,207.477647280936,194.479854287625,4583.26657827425,1165.42401958824,9.52842809364548,6.88294314381271,6.86622073578595,58637.3745819398,22158.491638796
226,"d","p","a","s","b",3,4,625,31,12,78,"d",2049.80267558528,0.338439961160859,0.129145818211242,195.978770100334,393.33814493311,11643.7175933746,995.051228896226,8.60869565217391,7.97658862876254,6.80936454849498,132075.163879599,26197.2809364548
227,"d","p","a","s","b",3,4,625,31,12,78,"r",4000.05351170569,0.54860286978099,0.252019483763081,142.593098591973,625.058841538461,13099.2280187057,672.890486101504,6.43478260869565,10.1638795986622,6.90969899665552,149770.234113712,84692.4615384615
228,"d","p","a","s","b",3,4,225,33,4,28,"d",268.705685618729,0.0923279618931793,0.0159034945778859,117.159408361204,64.0996807993311,2757.93440982609,482.242253521127,8.62876254180602,8.1304347826087,6.44816053511706,25018.9464882943,5208.6220735786
229,"d","p","a","s","b",3,4,625,31,12,78,"d",1238.90635451505,0.273060740101413,0.078056080806991,74.5903203344482,217.498941347826,8427.02292755518,883.674690981273,7.39799331103679,9.60200668896321,6.5819397993311,74513.4816053512,22460.9397993311
230,"d","p","a","s","b",3,4,625,93,12,78,"r",13100.7224080268,0.512784550652713,0.275132773474305,278.813213361204,982.946095939799,12648.0968719532,597.434095996516,7.30769230769231,9.1304347826087,6.74581939799331,243807.852842809,72782.3277591973
231,"d","p","a","s","b",3,4,625,93,12,78,"r",10798.4816053512,0.454525838817564,0.226782622469162,309.757864936455,421.863561698997,13406.6928298261,669.606254383562,7.39799331103679,8.67224080267559,7.24749163879599,109565.050167224,48875.4849498328
232,"d","p","a","s","b",3,4,225,33,4,28,"d",3.20401337792642,0.0269585486976791,0.000189624607276781,108.629724769231,18.8359762408027,1975.54437273579,639.775,8.50501672240803,6.91973244147157,8.12709030100334,7752.4381270903,1225.0602006689
233,"d","p","a","s","b",3,4,625,93,12,78,"d",2791.78595317726,0.190275829827022,0.0586312522746071,191.606836441472,554.411259795987,8559.55187169565,639.210789259109,6.51170568561873,8.54180602006689,7.69230769230769,194309.588628763,47407.3010033445
234,"d","p","a","s","b",3,4,225,11,4,28,"d",451.672240802676,0.399513529948313,0.080197442687747,44.1289994013378,82.4990981237458,3842.41743265886,399.570373747967,7.61872909698997,9.59866220735786,6.37123745819398,28862.381270903,6857.36454849498
235,"d","p","a","s","b",3,4,225,33,4,28,"d",11.943143812709,0.0442890442890443,0.000706849599675687,94.2198096220736,47.9299091505017,1985.70780161538,455.20416665,8.37458193979933,8.27759197324415,6.62541806020067,17075.347826087,3263.07692307692
236,"d","p","a","s","b",3,4,625,31,12,78,"d",2242.74581939799,0.40619268529507,0.141302015859316,99.5187538528428,767.575400658863,10140.1778972475,758.395414939271,7.08695652173913,8.79598662207358,7.74247491638796,296259.441471572,59157.0100334448
237,"d","p","a","s","b",3,4,625,93,12,78,"r",10991.7725752508,0.480274750961988,0.230841992627756,276.159710424749,560.476810257525,11770.379552495,813.93678743554,7.05685618729097,9.46822742474916,6.90301003344482,154801.705685619,69236.3511705686
238,"d","p","a","s","b",3,4,625,93,12,78,"d",51.3612040133779,0.0202107383033049,0.00107864926097745,255.382199638796,161.49837958194,5817.42079674582,1286.74217459585,9.27090301003344,7.02341137123746,6.90635451505017,46793.1872909699,16162.2608695652
239,"d","p","a","s","b",3,4,225,33,4,28,"d",2.59197324414716,0.0311138137225094,0.000153400324313368,135.478758110368,44.5256057558528,1412.01233885284,565.25,9.25752508361204,6.75585284280936,7.47826086956522,16300.2608695652,4246.30434782609
240,"d","p","a","s","b",3,4,625,31,12,78,"d",55.2307692307692,0.0653792210594455,0.00347974765346855,273.317906665552,114.09407616388,4612.05707786622,1089.73818101802,10.2006688963211,6.46153846153846,6.93645484949833,43293.6387959866,10648.7859531773
241,"d","f","a","s","t",3,4,625,31,12,78,"d",2366.83277591973,0.409321393893624,0.149119994929334,97.1137827357859,549.445488434783,10712.6790207726,1062.30944395167,7.58528428093646,7.95986622073579,7.60200668896321,232329.294314381,38127.1404682274
242,"d","f","a","s","t",3,4,225,33,4,28,"d",645.314381270903,0.142089794263707,0.0381933094152225,53.4588079130435,78.8713415384615,3753.29696597324,489.76867254386,8.29096989966555,7.49832775919732,7.85284280936455,24225.1672240803,14272.4983277592
243,"d","f","a","s","t",3,4,225,33,4,28,"d",991.672240802676,0.176852133373873,0.05869270953684,57.2511831404682,61.6781454682274,4507.1333281204,544.120471107407,8.27759197324415,7.64882943143813,7.5685618729097,21924.6053511706,5425.91973244147
244,"d","f","a","s","t",3,4,225,11,4,28,"d",1528.10367892977,0.688659166920036,0.271325184554576,5.52187842474916,93.966535173913,4367.90403513378,452.689980404844,6.8494983277592,9.18060200668896,7.31772575250836,17394.1538461538,7274.53846153846
245,"d","f","a","s","t",3,4,625,31,12,78,"d",1111.1237458194,0.253749055993095,0.0700052619484303,130.672928227425,223.689981799331,10664.9997447926,1199.10451480216,8.75919732441472,7.43478260869565,7.53177257525084,96261.7859531773,13003.8294314381
246,"d","f","a","s","t",3,4,625,31,12,78,"r",7145.33779264214,0.805372747869242,0.450185076059985,127.628123377926,265.271013658863,12682.9430192508,917.814210993174,5.73244147157191,10.8528428093645,6.93311036789298,100936.688963211,18189.8394648829
247,"d","f","a","s","t",3,4,625,31,12,78,"r",7496.92976588629,0.811198619052756,0.472336788542453,137.456100043478,1113.67236447492,12600.7326173846,817.064031979522,6.77926421404682,9.06354515050167,7.77257525083612,467041.682274248,49599.9163879599
248,"d","f","a","s","t",3,4,625,93,12,78,"d",110.498327759197,0.0178012730607401,0.00232061031394973,56.7376894214047,4616.28893797993,10308.8064834381,1327.49945687273,9.69230769230769,6.83946488294314,7.10367892976589,2163984.35117057,134358.745819398
249,"d","f","a","s","t",3,4,625,93,12,78,"r",21079.6120401338,0.751465458337829,0.442700180458158,140.631400732441,487.269707190635,12800.3818518227,914.613590786441,5.90301003344482,10.4314381270903,7.25418060200669,202875.294314381,25342.4548494983
250,"d","f","a","s","t",3,4,225,33,4,28,"r",6695.79933110368,0.775007601094558,0.396294926016013,20.7674397725753,170.037396354515,5618.91518560535,317.265738662162,5.8628762541806,10.1438127090301,7.37792642140468,23834.1839464883,15822.9632107023
251,"d","f","a","s","t",3,4,225,11,4,28,"d",1144.96655518395,0.580115536637276,0.203296577075099,46.6894414615385,46.5831086187291,3878.03006725084,542.021530297872,8.24080267558528,7.67892976588629,7.36120401337793,16769.4214046823,5153.57525083612
252,"d","f","a","s","t",3,4,225,11,4,28,"d",1621.66889632107,0.649133475220432,0.287938326543022,25.3229646856187,81.5362662675585,5293.00190696655,259.148015818182,8.08026755852843,7.92976588628763,7.52842809364549,32289.9397993311,6102.15719063545
253,"d","f","a","s","t",3,4,625,31,12,78,"d",2359.28762541806,0.40133779264214,0.148644619376416,20.6159451438127,155.442026361204,14396.6358037759,1159.79449268551,6.81605351170569,9.04347826086956,7.79264214046823,44815.2173913043,12237.6989966555
254,"d","f","a","s","t",3,4,225,11,4,28,"r",2178.34782608696,0.832167832167832,0.38678046701125,31.2234008762542,164.338856949833,4674.53305246823,350.691513064846,6.39799331103679,10.0769230769231,7.10367892976589,51314.8260869565,15008.8193979933
255,"d","f","a","s","t",3,4,625,31,12,78,"d",2506.08361204013,0.419246952206279,0.157893358614737,57.5329804849498,857.068652892977,10538.6064024047,1087.10420625912,7.47826086956522,7.73578595317726,8.31438127090301,414852.829431438,18033.2441471572
256,"d","f","a","s","t",3,4,225,33,4,28,"d",1020.94983277592,0.146549103070842,0.0604255229553056,72.6106534013378,74.7318466020067,2656.2393129097,550.557149976834,8.37123745819398,7.12374581939799,8.1505016722408,26170.652173913,6278.93311036789
257,"d","f","a","s","t",3,4,225,33,4,28,"d",31.4314381270903,0.0259450694233303,0.00186028417958853,88.918807916388,121.425728535117,2688.93706842809,540.83550892623,8.87290969899666,6.70903010033445,7.91973244147157,45464.0100334448,8222.09030100335
258,"d","f","a","s","t",3,4,625,93,12,78,"r",18393.856187291,0.710648397885425,0.386295697558169,123.794223719064,155.324825816054,11970.8139431371,959.021389684746,7.11036789297659,9.39464882943144,6.94648829431438,73015.2675585284,4598.10033444816
259,"d","f","a","s","t",3,4,225,11,4,28,"r",2430.72575250836,0.857099422316814,0.431591887503801,32.8870896688963,241.828496889632,4529.33902027759,332.777313020478,6.37123745819398,9.9933110367893,7.07023411371237,79716.9632107023,14914.7424749164
260,"d","f","a","s","t",3,4,225,33,4,28,"d",1086.86956521739,0.208979426370731,0.0643270202695855,88.5349875384615,124.322128003344,3477.70853973579,409.555921321033,8.04682274247492,8.12374581939799,7.52842809364549,47994.5117056856,10175.0969899666
261,"d","f","a","s","t",3,4,625,31,12,78,"r",7280.2474916388,0.835904628330996,0.458684931923616,94.1385727391304,487.29861212709,13039.9056094181,893.766312962712,5.7257525083612,10.6053511705686,6.72240802675585,145914.949832776,48980.2809364549
262,"d","f","a","s","t",3,4,625,93,12,78,"d",659.698996655518,0.0613154960981048,0.013854561729061,142.807730672241,269.602424317726,9898.1925946689,1256.38315878656,8.81605351170569,6.96989966555184,7.69899665551839,112460.214046823,16851.4314381271
263,"d","f","a","s","t",3,4,625,31,12,78,"r",5859.00668896321,0.750566404142842,0.369141031287086,217.440638551839,608.521516608696,10345.5586063645,947.949191108108,8.12709030100334,8.37123745819398,6.81939799331104,203261.066889632,47518.8227424749
264,"d","f","a","s","t",3,4,225,11,4,28,"r",2586.91638795987,0.870477348738218,0.459324600790514,24.8119061772575,61.9228674749164,4401.28585476589,338.890802805461,6.7056856187291,10.0066889632107,6.72909698996656,16749.9264214047,5192.17391304348
265,"d","f","a","s","t",3,4,625,93,12,78,"d",758.036789297659,0.0738662926601216,0.0159197866724206,150.007961913043,340.222009107023,10110.9176286288,1184.77974339927,7.96655518394649,7.20735785953177,8.38795986622074,149276.571906355,18079.3076923077
266,"d","f","a","s","t",3,4,225,33,4,28,"d",1995.05351170569,0.272321881017533,0.118078437316307,68.8747042006689,242.44544270903,4421.50697594314,452.070313757143,7.81270903010033,8.67224080267559,7.03344481605351,100381.107023411,14170.0401337793
267,"d","f","a","s","t",3,4,625,93,12,78,"r",15679.6254180602,0.631136044880785,0.329293203473945,257.39151193311,1398.77211755853,11093.682920485,924.40234903367,7.02675585284281,7.69230769230769,8.08361204013378,494559.204013378,107741.725752508
268,"d","f","a","s","t",3,4,225,33,4,28,"r",6057.03010033445,0.724130941522246,0.358488981858721,64.712403180602,188.97354419398,4830.52482188963,346.053963932432,5.80936454849498,10.2842809364548,7.561872909699,38789.5016722408,19607.364548495
269,"d","f","a","s","t",3,4,225,11,4,28,"r",2620.19732441472,0.861356035269079,0.465233855883247,22.4306378662207,59.8030344013378,5055.93768244816,308.338154996575,6.11705685618729,10.4414715719064,6.81605351170569,22448.4648829431,4589.69899665552
270,"d","f","a","s","t",3,4,625,93,12,78,"r",16286.7826086957,0.64724709605495,0.342044320350991,206.116711588629,151.658999638796,11624.1230268662,964.604671885522,6.60200668896321,9.31772575250836,7.61204013377926,61935.3612040134,9950.23411371237
271,"d","f","a","s","t",3,4,225,33,4,28,"r",5465.70568561873,0.695145434275869,0.32349108898348,79.7489853010033,60.9114295785953,4241.91443440803,318.554619204082,6.9933110367893,8.75919732441472,7.39799331103679,14599.8093645485,4831.4381270903
272,"d","f","a","s","t",3,4,625,93,12,78,"r",18999.0066889632,0.7260042435358,0.399004671341748,199.551447458194,149.531504301003,13888.8033218462,937.56322052027,6.68896321070234,9.42140468227425,7.21070234113712,46872.5618729097,11958.1304347826
273,"d","f","a","s","t",3,4,225,11,4,28,"r",2477.49163879599,0.84706597750076,0.439895488598358,27.1819326555184,315.992350394649,4967.55102249833,339.943325865979,6.33110367892977,9.53511705685619,7.46153846153846,59457.2107023411,36684.4481605351
274,"d","f","a","s","t",3,4,625,31,12,78,"r",6681.45484949833,0.777322256985651,0.420958581400367,22.8209601204013,83.3817995719064,14416.8007220167,944.940232891892,6.22408026755853,10.4916387959866,6.88963210702341,34791.1739130435,4778.05685618729
