"EXPERIMENT","EVENNESS_CONTROL","EXTRACTED_RESOURCES","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","NUM_DETECTORS","NUM_EXTRACTORS","NUM_TRANSPORTERS","SIGNAL_SENT","SIGNAL_RECEIVED"
387,"d","p","a","s","t",3,4,625,31,12,78,"d",2718.90301003344,0.423454525838818,0.171301837630812,191.777917197324,132.697376234114,9959.62359516388,1202.84803994052,8.47826086956522,8.54849498327759,6.47491638795987,47400.0903010033,8523.14046822742
388,"d","p","a","s","t",3,4,625,31,12,78,"d",2500.09030100334,0.388607185241126,0.157515754342432,162.694463571906,389.070775839465,9606.43727091973,1350.09128175708,8.63545150501672,8.01337792642141,6.79264214046823,136901.096989967,37114.4515050167
389,"d","p","a","s","t",3,4,225,11,4,28,"d",1263.21070234114,0.652782000608088,0.224291629674673,86.3886196421405,51.9500217625418,3715.90068411706,421.514666710801,8.39130434782609,8.44816053511706,6.561872909699,11775.0903010033,4258.39464882943
390,"d","p","a","s","t",3,4,625,31,12,78,"r",8695.95652173913,0.879275002697163,0.547880309634265,131.859892635452,126.343736494983,11973.8475904916,808.712271139456,5.60869565217391,10.4046822742475,7.12040133779264,34069.1672240803,10447.7090301003
391,"d","p","a","s","t",3,4,625,31,12,78,"d",2470.03010033445,0.399072176070774,0.155621840975294,166.146343023411,131.047958939799,13021.5926391171,1136.04288981655,7.87625418060201,8.89297658862876,6.73244147157191,49370.1371237458,10548.5852842809
392,"d","p","a","s","t",3,4,225,11,4,28,"d",1101.75585284281,0.537853450896929,0.195624222864092,50.506649270903,52.4461677759197,3055.77489374582,430.499050301115,8.16722408026756,7.76254180602007,7.64214046822742,24997.4046822742,1428.63879598662
393,"d","p","a","s","t",3,4,225,11,4,28,"d",1416.07692307692,0.599878382487078,0.251434071146245,60.1074053979933,29.0470901270903,4024.61450883612,379.908466132353,8.06688963210702,8.83277591973244,6.60869565217391,10534.6789297659,2252.09030100334
394,"d","p","a","s","t",3,4,625,93,12,78,"d",1541.17725752508,0.131549609810479,0.0323667889739994,229.627685364548,157.695540675585,11822.3310640502,1050.82813981227,8.50836120401338,8.01672240802676,6.70234113712375,51665.254180602,10609.4448160535
395,"d","p","a","s","t",3,4,625,93,12,78,"d",1281.30434782609,0.0978890207501708,0.0269091086776711,314.479335668896,78.3250348093646,8629.44426692308,1479.81437602091,8.90969899665552,7.19397993311037,7.54515050167224,29433.254180602,5802.6889632107
396,"d","p","a","s","t",3,4,625,93,12,78,"d",738.605351170569,0.06095587442011,0.0155117006509152,296.435306257525,125.28643612709,10353.0825272676,1249.59435043191,8.49832775919733,7.561872909699,7.52508361204013,50494.2408026756,7598.67892976589
397,"d","p","a","s","t",3,4,625,31,12,78,"r",7712.53177257525,0.821339950372208,0.485920586039486,121.895934698997,242.31374719398,14030.4178180602,883.515608347079,5.95986622073579,10.7324414715719,6.8494983277592,59051.474916388,23962.3678929766
398,"d","p","a","s","t",3,4,625,93,12,78,"r",20950.2842809365,0.741180278347179,0.439984123781782,168.87225293311,100.811029809365,15715.6723187625,793.236628710884,5.82943143812709,10.3511705685619,7.21739130434783,32716.5384615385,8837.55852842809
399,"d","p","a","s","t",3,4,225,11,4,28,"r",2787.67558528428,0.856491334752204,0.494970763757981,38.569509729097,505.819489003344,4612.32741256856,300.263287854671,6.49498327759197,10.8260869565217,6.18729096989967,213828.81270903,32896.9030100334
400,"d","p","a","s","t",3,4,225,11,4,28,"r",2814.52842809365,0.882031012465795,0.499738667376102,34.0427357257525,35.1639510167224,4126.03529951171,323.775010824138,6.26755852842809,9.438127090301,7.06020066889632,12059.4615384615,2822.07023411371
401,"d","p","a","s","t",3,4,225,11,4,28,"r",2836.52173913043,0.872301611432046,0.503643725752508,34.3628634916388,103.402598083612,4811.47138201003,337.094010852234,6.44147157190635,9.87959866220736,7.02675585284281,13585.4983277592,8156.06688963211
402,"d","p","a","s","t",3,4,225,33,4,28,"r",8134.27759197324,0.822742474916388,0.481432133677916,69.4907813913044,95.3978230167224,4160.33607425418,295.979384277397,5.98996655518395,9.55518394648829,7.23076923076923,11730.5886287625,5997.38795986622
403,"d","p","a","s","t",3,4,225,33,4,28,"d",570.822742474916,0.120705381574947,0.0337844760312152,84.8183272976589,43.1439690535117,3357.71927213712,541.118958973783,7.78260869565217,7.92976588628763,7.92307692307692,18040.27090301,2720.90635451505
404,"d","p","a","s","t",3,4,625,93,12,78,"r",19202.4314381271,0.690509583917719,0.403276864926098,251.305258481605,105.946141665552,12693.891996301,921.596799081356,5.59866220735786,11.7257525083612,6.21404682274247,36763.72909699,10594.9565217391
405,"d","p","a","s","t",3,4,625,93,12,78,"d",2139.20401337793,0.129140144567915,0.0449261547092459,279.945601043478,100.571050177258,9401.97825388963,1593.35297916197,8.75585284280936,7.37123745819398,7.44147157190635,42354.1070234114,6063.78595317726
406,"d","p","a","s","t",3,4,625,31,12,78,"d",2445.01672240803,0.389793936778509,0.154045899126119,176.085937906355,82.70370590301,9274.1226349097,1425.86018294068,8.17725752508361,7.21404682274247,7.93979933110368,33351.1471571906,5134.27424749164
407,"d","p","a","s","t",3,4,225,11,4,28,"r",2498.56856187291,0.83399209486166,0.443637841593189,35.7312075986622,278.457076525084,4682.39532774916,333.288394383275,5.97324414715719,10.5785953177258,7.01672240802676,91159.3411371237,27014.0434782609
408,"d","p","a","s","t",3,4,225,11,4,28,"r",2977.62876254181,0.853754940711462,0.528698244451201,23.3917518829431,63.4163679364548,4250.41257928428,306.73967232069,5.90635451505017,10.1638795986622,6.95317725752508,10365.9096989967,4806.69565217391
409,"d","p","a","s","t",3,4,225,33,4,28,"d",1808.02006688963,0.263099219620959,0.107008749670619,69.3903468428094,481.946278832776,3988.69228765886,334.714495060377,7.44147157190635,8.24080267558528,7.91638795986622,131870.16722408,68424.3913043478
410,"d","p","a","s","t",3,4,225,11,4,28,"d",1048.95317725753,0.501368197020371,0.186248750380055,53.7910803277592,37.3727851571906,3570.17573510702,362.25967642623,7.40802675585284,9.79264214046823,6.48494983277592,15729.5986622074,2341.99665551839
411,"d","p","a","s","t",3,4,625,31,12,78,"d",3088.70903010033,0.468766857266156,0.194601108425936,184.333502953177,108.284600558528,12720.8663509164,1366.26690462182,7.18394648829431,8.81605351170569,7.438127090301,41384.9632107023,8312.13377926421
412,"d","p","a","s","t",3,4,625,31,12,78,"r",8721.72240802676,0.874204337037437,0.549503664149315,115.067932692308,93.8773707491639,11952.9045381605,816.691575908163,6.33779264214047,10.0033444816054,6.98996655518395,34478.618729097,7446.57190635451
413,"d","p","a","s","t",3,4,225,33,4,28,"r",7282.5016722408,0.796696057565623,0.431019260261478,63.1714162809365,37.2539776521739,4308.86073326421,302.817967835616,6.0066889632107,10.0167224080268,7.05016722408027,10272.7224080268,3777.02006688963
414,"d","p","a","s","t",3,4,625,93,12,78,"r",18666.8127090301,0.693530406012874,0.392028151077067,203.737392033445,97.7405997324415,14855.2889510134,827.311986074324,6.85284280936455,9.8428093645485,6.4180602006689,31295.5986622074,7303.01337792642
415,"d","p","a","s","t",3,4,625,93,12,78,"d",2053.25418060201,0.130938252957888,0.0431210928902794,252.25433938796,128.659822665552,9640.20964370234,1144.56391893182,8.12709030100334,7.63210702341137,7.78260869565217,47950.0367892977,10888.3244147157
416,"d","p","a","s","t",3,4,625,93,12,78,"r",18857.8294314381,0.68698529147337,0.396039759485022,230.70034245485,107.198369113712,14291.0014431739,917.202559152027,5.54849498327759,11.4414715719064,6.63210702341137,38187.1371237458,8899.32107023411
417,"d","p","a","s","t",3,4,225,11,4,28,"r",2806.70568561873,0.867132867132867,0.498349685010642,32.8674355785953,128.524508337793,4882.12157669231,321.467363841379,5.23076923076923,11.3478260869565,6.80602006688963,24991.7558528428,12084.5016722408
418,"d","p","a","s","t",3,4,625,93,12,78,"r",18288.8461538462,0.680979609450858,0.384090345488546,294.281085535117,108.53396693311,13864.6241242742,777.935997686869,7.74916387959866,8.94314381270903,6.72909698996656,26566.347826087,8483.66220735786
419,"d","p","a","s","t",3,4,625,31,12,78,"d",3475.92976588629,0.511166253101737,0.218997575682382,125.635760083612,230.442268076923,11994.6426560602,1100.41527015523,7,9.03678929765886,6.91973244147157,98070.7558528428,11261.6923076923
420,"d","p","a","s","t",3,4,625,93,12,78,"r",18211.3143812709,0.668320926385442,0.382462074118028,182.515000451505,134.326295571906,14343.6813789164,880.946343591216,5.68561872909699,11.123745819398,6.80602006688963,46741.5618729097,12713.0869565217
421,"d","p","a","s","t",3,4,225,33,4,28,"r",8039.3143812709,0.824870781392521,0.475811679335158,79.6302403946488,60.6768129197324,4988.3139366388,291.494190329932,6.74581939799331,10.0066889632107,6.73244147157191,13121.8060200669,6985.23745819398
422,"d","p","a","s","t",3,4,225,33,4,28,"r",7947.29765886288,0.8169656430526,0.470365614472484,58.801825993311,33.7334339698997,4579.4537973612,288.281082658784,5.88294314381271,10.5150501672241,7.13377926421405,13198.7391304348,2557.9397993311
423,"d","p","a","s","t",3,4,225,11,4,28,"d",1359.11371237458,0.594405594405594,0.241319865612648,87.5579253478261,40.4918408628763,3059.35413573913,380.648012985019,8.19732441471572,8.49163879598662,6.65886287625418,18895.2642140468,1368.7491638796
424,"d","p","a","s","t",3,4,225,33,4,28,"d",500.488294314381,0.141684402553968,0.0296216930171278,109.533438438127,74.946337632107,2467.88958595652,446.067739805825,8.67892976588629,7.9933110367893,6.8695652173913,23820.7157190635,6546.34448160535
425,"d","p","a","s","t",3,4,225,11,4,28,"r",2865.65551839465,0.861660079051383,0.508816634539374,30.9895028963211,78.2871742240803,4456.91193912375,307.332735397213,6.59531772575251,10.1739130434783,6.55183946488294,27811.1337792642,7595.25418060201
426,"d","p","a","s","t",3,4,225,11,4,28,"r",2500.36454849498,0.89936150805716,0.443956729705078,30.6198654080268,207.280504889632,4756.9097834816,355.701220295533,7.32775919732441,9.24080267558528,7.04682274247492,38303.2809364549,18295.7123745819
427,"d","p","a","s","t",3,4,225,33,4,28,"d",2208.92976588629,0.306982872200263,0.130736835410966,100.641786799331,158.865122896321,3340.83110976589,467.387061110048,7.61204013377926,8.4180602006689,7.62876254180602,53284.381270903,13399.8428093645
428,"d","p","a","s","t",3,4,225,33,4,28,"d",1484.6220735786,0.217695348130131,0.0878682437417655,100.969080886288,231.996119441472,2706.87083206355,422.359406168498,7.5819397993311,8.63545150501672,7.50167224080268,112653.200668896,4831.64882943144
429,"d","p","a","s","t",3,4,625,31,12,78,"d",2581.18394648829,0.408134642356241,0.162624983169705,134.27552964214,88.0537595083612,12199.1769827291,1306.86118163374,7.51170568561873,9.26421404682274,6.82274247491639,34899.7123745819,6606.80602006689
430,"d","p","a","s","t",3,4,225,11,4,28,"r",2610.88294314381,0.855275159622986,0.46358002493159,32.2474859264214,136.027663351171,5310.74488486956,342.592944747405,5.90301003344482,10.9264214046823,6.64548494983278,16159.72909699,10427.0869565217
