"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","QUALITY","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
2922,"a","g","t","m",3,8,225,33,4,28,"d",760.648829431438,0.139353400222965,0.0450194520117564,0.186455505016722,24.106742090301,403.850686732441,425.896652845833,11979.6588628763,299.889632107023
2923,"a","g","t","m",3,8,625,31,12,78,"r",8779.96989966555,0.843240910562089,0.553173490667818,2.14441846488294,15.0998179799331,4100.91199786957,320.209175782609,5954.07692307692,1295.38461538462
2924,"a","g","t","m",3,8,225,33,4,28,"d",1103.38127090301,0.168642951251647,0.0653042754636668,0.270116705685619,8.08195244147157,470.572990264214,315.701911762774,3935.33110367893,161.464882943144
2925,"a","g","t","m",3,8,625,31,12,78,"r",8737.86287625418,0.830294530154278,0.550520578055885,2.13413747826087,21.05794009699,3727.1700651505,321.278196356902,9885.47157190636,744.872909698997
2926,"a","g","t","m",3,8,625,31,12,78,"d",2886.55518394649,0.445031826518503,0.181864601898802,0.705493230769231,19.0625648996656,2763.83880468562,740.146339219424,9149.98996655518,489.130434782609
2927,"a","g","t","m",3,8,225,11,4,28,"d",915.933110367893,0.412283368805108,0.16263012861052,0.224251588628763,4.13592789297659,590.756479528428,349.4886060369,1923.3143812709,145.672240802676
2928,"a","g","t","m",3,8,225,11,4,28,"d",848.913043478261,0.477652782000608,0.150730257525084,0.207852909698997,20.7999969498328,504.015820535117,299.230091953069,9873.24414715719,533.250836120401
2929,"a","g","t","m",3,8,625,93,12,78,"r",21814.1772575251,0.718344301794512,0.458127037184882,5.32661108695652,25.4268978060201,4010.0799143913,289.791475337793,11079.9933110368,1513.09364548495
2930,"a","g","t","m",3,8,625,93,12,78,"d",180.719063545151,0.0222965440356745,0.00379534016614522,0.0449026655518395,46.0692081371237,1319.37337957525,1002.87367709583,22375.5785953177,1102.59866220736
2931,"a","g","t","m",3,8,625,31,12,78,"d",2222.57525083612,0.342971194303593,0.140031188693494,0.543363190635451,94.4652940234114,2292.50186123746,759.24458676087,47490.6622073579,685.752508361204
2932,"a","g","t","m",3,8,225,33,4,28,"r",4460.03344481605,0.57666970710449,0.263969768521334,1.08972543812709,5.99961417056856,1247.636293699,117.482740375,2114.23411371237,422.85618729097
2933,"a","g","t","m",3,8,625,31,12,78,"d",1733.21404682274,0.289243715611177,0.10919946035171,0.423868959866221,14.4710227558528,2304.18434453177,702.860456496212,6857.47157190635,454.779264214047
2934,"a","g","t","m",3,8,225,11,4,28,"d",221.214046822742,0.177865612648221,0.0392780440863484,0.0547486822742475,3.72625506354515,729.810931842809,313.817161350515,1776.95317725753,101.204013377926
2935,"a","g","t","m",3,8,625,93,12,78,"r",21018.4849498328,0.7328730175855,0.4414164289927,5.13231532441472,16.8768024481605,3543.93507613378,213.030722161616,7427.64214046823,929.959866220736
2936,"a","g","t","m",3,8,225,11,4,28,"r",2467.3143812709,0.770750988142292,0.438088448464579,0.603146451505017,5.4966877090301,1271.93418773913,171.185367523973,1987.67224080268,459.943143812709
2937,"a","g","t","m",3,8,225,11,4,28,"d",1293.20066889632,0.564305259957434,0.229616557008209,0.316395892976589,25.4687038327759,628.139233177258,350.201827918819,11892.2675585284,935.518394648829
2938,"a","g","t","m",3,8,625,31,12,78,"d",1727.23411371237,0.295501132808286,0.108822699320315,0.422408906354515,99.148476277592,2580.03167410702,736.694023097902,44828.4247491639,5286.34113712375
2939,"a","g","t","m",3,8,225,11,4,28,"r",2314.08361204013,0.756460930373974,0.410881281544542,0.565714090301003,8.64982838795987,1247.83328497993,180.934416785467,3494.66555183947,667.685618729097
2940,"a","g","t","m",3,8,225,33,4,28,"d",2863.52842809365,0.374277896017026,0.169479651667173,0.699913508361204,4.28469204347826,913.800225591973,248.383720974638,2057.91638795987,95.0468227424749
2941,"a","g","t","m",3,8,225,33,4,28,"r",7778.78595317726,0.780379041248606,0.460392146447755,1.90001313377926,6.84987021070234,1210.64483786288,120.795040691275,2689.83612040134,562.478260869565
2942,"a","g","t","m",3,8,625,31,12,78,"r",9212.77926421405,0.855324198942712,0.580442225267019,2.2500697826087,16.5784250200669,3817.11423452508,292.139789187291,7484.71237458194,792.71237458194
2943,"a","g","t","m",3,8,625,31,12,78,"d",2588.33444816053,0.377279102384292,0.163075493904413,0.632675588628762,14.6311528963211,2868.78942132107,686.751972055351,6901.96321070234,492.371237458194
2944,"a","g","t","m",3,8,225,33,4,28,"r",9360.21070234114,0.844025539677714,0.55398972960373,2.28609343812709,8.6019540367893,1392.28161539799,102.469380844595,3301.34113712375,747.357859531773
2945,"a","g","t","m",3,8,225,11,4,28,"r",2346.39130434783,0.813317117664944,0.41661773152934,0.573588040133779,9.0292376555184,969.211159160535,187.063331802048,4040.61538461538,458.304347826087
2946,"a","g","t","m",3,8,625,93,12,78,"r",24999.0367892977,0.787715323479699,0.525013368252598,6.10419077591973,12.9151594448161,4639.13419038462,242.010654489933,5341.8762541806,885.839464882943
2947,"a","g","t","m",3,8,225,11,4,28,"d",1305.98996655518,0.558528428093645,0.231887385223472,0.319515267558528,4.74178858528428,875.036978274248,299.820922501887,2239.26755852843,129.357859531773
2948,"a","g","t","m",3,8,625,31,12,78,"d",2600.56856187291,0.420973136260654,0.16384629064624,0.635613538461538,22.7324541137124,2643.85469095318,688.32369719573,10115.4849498328,1241.29431438127
2949,"a","g","t","m",3,8,625,93,12,78,"d",1411.64214046823,0.0929981659294422,0.0296463778544971,0.345379414715719,16.0051469364548,1673.19721946488,907.002020779026,7679.54849498328,404.685618729097
2950,"a","g","t","m",3,8,625,93,12,78,"d",1290.127090301,0.0867407487323336,0.0270943984608192,0.315717210702341,13.7235115217391,1724.69676871572,985.429772212454,6225.01337792642,610.080267558528
2951,"a","g","t","m",3,8,625,31,12,78,"r",8770.48829431438,0.851440284820369,0.55257611263351,2.14211101672241,18.9551038294314,3767.27356116388,279.641140521886,8152.65551839465,1240.73913043478
2952,"a","g","t","m",3,8,625,93,12,78,"r",24266.4548494983,0.764735498255835,0.509628162872658,5.92531745150502,15.9576317725753,4530.30986058194,237.063940939597,6594.70234113712,1225.8093645485
2953,"a","g","t","m",3,8,625,93,12,78,"r",20894.9565217391,0.71435250116877,0.43882216621714,5.10218751839465,13.698290735786,3951.65060575585,342.363118050167,5692.6220735786,859.484949832776
2954,"a","g","t","m",3,8,225,33,4,28,"d",2538.28428093645,0.305969392925915,0.150229880510794,0.620464765886288,6.79669165217391,715.178138973244,259.485886671698,3272.58528428094,149.842809364548
2955,"a","g","t","m",3,8,625,93,12,78,"r",20110.237458194,0.686230085949581,0.422342011184234,4.91061104347826,15.2622670301003,3523.78383628428,316.345115211409,6243.21404682274,1083.1237458194
2956,"a","g","t","m",3,8,625,31,12,78,"r",7807.39799331104,0.787463588305103,0.491897538785198,1.9069560735786,18.9731783913043,3356.68894968896,306.778479858586,8474.62876254181,986.04347826087
2957,"a","g","t","m",3,8,625,31,12,78,"d",1767.02006688963,0.300463911964613,0.11132937641601,0.432144010033445,25.4179291070234,2126.75256017726,788.311402070632,12129.3879598662,683.38127090301
2958,"a","g","t","m",3,8,625,31,12,78,"r",7918.56856187291,0.791994821447837,0.498901733843996,1.93409372240803,15.6475486655518,3281.47470038127,301.13604620678,6892.64214046823,887.046822742475
2959,"a","g","t","m",3,8,625,93,12,78,"d",2238.97658862876,0.12532815478117,0.0470215135757183,0.547389090301003,11.7868606989967,2430.6638269097,795.996160266409,5224.8762541806,617.989966555184
2960,"a","g","t","m",3,8,625,31,12,78,"d",2173.21404682274,0.370482252670191,0.136921232926961,0.531327110367893,16.2299979832776,2708.19896356187,804.030387952381,7176.10367892977,895.290969899666
2961,"a","g","t","m",3,8,625,31,12,78,"r",8623.44147157191,0.847880030208221,0.543311569101305,2.10621098327759,12.5091381003344,3509.91359177258,379.005769050676,4865.98996655518,982.471571906354
2962,"a","g","t","m",3,8,625,93,12,78,"r",23318.3712374582,0.747617506383285,0.489717132916172,5.69385542140468,17.6415847926421,4092.941203301,236.34509262963,7682.3779264214,996.304347826087
2963,"a","g","t","m",3,8,625,93,12,78,"d",0.237458193979933,0.00212176790016902,4.9866220735786e-06,0.000817207357859532,38.1073038528428,1307.01147663545,943.618644067797,17896.7725752508,1444.82274247492
2964,"a","g","t","m",3,8,225,11,4,28,"d",1103.01337792642,0.526603830951657,0.195847508361204,0.26994989632107,5.8042559632107,585.390297966555,297.854821298851,2675.26755852843,228.866220735786
2965,"a","g","t","m",3,8,225,33,4,28,"r",7478.44147157191,0.762947197729806,0.442616076213641,1.82666488628763,8.70185733110368,1192.84438970234,137.315450508418,3495.65217391304,718.38127090301
2966,"a","g","t","m",3,8,225,33,4,28,"r",8082.29096989967,0.778149386845039,0.47835527434884,1.97409020401338,10.3603216989967,1449.16917678261,125.288932081911,3682.3110367893,950.638795986622
2967,"a","g","t","m",3,8,225,33,4,28,"d",1028.9397993311,0.180196614979224,0.060898411979325,0.251997705685619,4.80106824080268,875.583474384615,368.330934576087,2125.22742474916,224.451505016722
2968,"a","g","t","m",3,8,225,11,4,28,"r",2003.41471571906,0.72940103374886,0.355719898145333,0.489855107023411,11.6693074080268,950.967044685619,164.925955804124,4603.64548494983,1073.18394648829
2969,"a","g","t","m",3,8,625,93,12,78,"d",3037.46822742475,0.157154673283706,0.0637909107418995,0.742339986622074,27.1767214481605,3298.58922276923,801.06693897417,11725.7391304348,1787.58528428094
2970,"a","g","t","m",3,8,225,11,4,28,"r",3012.86287625418,0.833384007297051,0.534954304043782,0.736359846153846,3.97615706020067,1529.71092400669,172.420102204861,1732.11371237458,205.782608695652
2971,"a","g","t","m",3,8,625,31,12,78,"r",9056.17391304348,0.85413744740533,0.570575457007228,2.21184429765886,13.2230020267559,4174.35372420736,263.632154564189,5652.89966555184,851.1872909699
2972,"a","g","t","m",3,8,625,31,12,78,"d",1310.70234113712,0.248894163340166,0.0825795194735139,0.320709173913043,12.9185562207358,2187.32877125418,849.350433340426,6094.84949832776,412.344481605351
2973,"a","g","t","m",3,8,625,93,12,78,"d",630.384615384615,0.0533678570144208,0.0132389195885928,0.154636247491639,11.0532369264214,1292.23332938796,854.3148695625,5209.41806020067,346.421404682274
2974,"a","g","t","m",3,8,225,33,4,28,"d",0.31438127090301,0.00831053004966048,1.86056552143509e-05,0.000820866220735786,4.3686110735786,419.760744989967,433.960365853659,2047.29765886288,145.230769230769
2975,"a","g","t","m",3,8,625,93,12,78,"d",363.254180602007,0.038083935699644,0.00762882155572338,0.089437381270903,37.6118633244147,1225.96532017391,856.588902075,18543.2006688963,629.374581939799
2976,"a","g","t","m",3,8,625,93,12,78,"d",959.451505016722,0.0662063509188334,0.020149767037077,0.2349717090301,15.7258500668896,1611.81635353512,998.422365061818,7037.33110367893,802.28762541806
2977,"a","g","t","m",3,8,625,31,12,78,"d",2148.47157190635,0.353112525623045,0.135362358183191,0.525259655518395,28.9191767458194,2435.02028854515,775.168036322581,12656.3745819398,1743.67224080268
2978,"a","g","t","m",3,8,225,11,4,28,"d",386.571906354515,0.289145636971724,0.0686384463362724,0.0950683110367893,8.99321263210702,662.674219622074,329.919382099585,4222.28093645485,329.190635451505
2979,"a","g","t","m",3,8,625,31,12,78,"r",7549.76923076923,0.781961376631783,0.475665888121696,1.84405609698997,27.6356862240803,3362.20812165886,371.231056234694,12244.5752508361,1563.46153846154
2980,"a","g","t","m",3,8,625,93,12,78,"r",22380.254180602,0.751932966519222,0.470015413385119,5.46480715050167,24.7521747926421,3694.74127909365,270.733532682274,10238.4682274247,1856.40133779264
2981,"a","g","t","m",3,8,225,11,4,28,"d",709.438127090301,0.40194588020675,0.125965539677714,0.173876939799331,4.98645833444816,518.06757506689,337.230253581818,2400.41471571906,115.56856187291
2982,"a","g","t","m",3,8,625,93,12,78,"r",22551.8963210702,0.740029488977596,0.473620129463804,5.50670765886288,18.1791253076923,4156.34109753512,266.098342558923,7265.34448160535,1484.09030100334
2983,"a","g","t","m",3,8,225,33,4,28,"r",8474.4347826087,0.795783926218709,0.501564544542414,2.0698315819398,6.98531520735786,1502.21159680936,120.096104533784,2741.95317725753,583.377926421405
2984,"a","g","t","m",3,8,625,31,12,78,"d",2383.04682274247,0.362174991908512,0.150141544611069,0.582546946488294,13.6989243779264,2476.04557465886,773.576458792857,6539.81605351171,384.869565217391
2985,"a","g","t","m",3,8,625,93,12,78,"r",20920.4013377926,0.703671737332326,0.439356541194663,5.10839642474916,14.8640123979933,3722.44724560201,262.343081341137,6388.67558528428,965.779264214047
2986,"a","g","t","m",3,8,225,11,4,28,"d",875.304347826087,0.454849498327759,0.15541621465491,0.214358076923077,38.7861683177258,672.218259655518,385.880007597826,19125.3076923077,619.612040133779
2987,"a","g","t","m",3,8,625,31,12,78,"d",1210.32775919732,0.240802675585284,0.0762555146186212,0.296249989966555,22.7793421505017,1861.88323015385,862.745029214286,10164.9765886288,1180.1906354515
2988,"a","g","t","m",3,8,225,11,4,28,"r",3042.57859531773,0.839464882943144,0.540230532380663,0.743599648829431,5.84277625752508,1545.62545683278,150.648675251748,2021.55518394649,487.872909698997
2989,"a","g","t","m",3,8,625,31,12,78,"r",6666.75919732441,0.700183407055777,0.420032695544287,1.6284662541806,24.628376729097,2958.09177681605,374.463368122867,10208.9197324415,1753.8127090301
2990,"a","g","t","m",3,8,625,31,12,78,"r",8524.41137123746,0.809688208005179,0.537072274355378,2.08201889297659,28.858623361204,3866.65711834114,300.420145832192,11126.4381270903,3038.70234113712
2991,"a","g","t","m",3,8,625,93,12,78,"r",18746.3177257525,0.644585895637789,0.3936978633078,4.57760636789298,14.3550241304348,3028.85066061538,255.565490104027,5793.6889632107,1054.07357859532
2992,"a","g","t","m",3,8,225,33,4,28,"r",7987.20066889632,0.801358062227627,0.472727297861559,1.95088139799331,5.55820789966555,1504.6231509398,122.398747562712,2098.45819397993,409.892976588629
2993,"a","g","t","m",3,8,225,33,4,28,"d",64.6555183946488,0.0342555994729908,0.0038266701124962,0.0165216421404682,10.3430898093645,373.124392053512,326.648250450331,4799.00334448161,456.705685618729
2994,"a","g","t","m",3,8,225,33,4,28,"d",0.190635451505017,0.00496604844430931,1.12821526299787e-05,0.000790581939799331,19.4820295117057,420.159326187291,460.275510204082,9068.02341137124,816.127090301003
2995,"a","g","t","m",3,8,625,93,12,78,"d",951.505016722408,0.0694429460207861,0.0199828797065487,0.233063889632107,9.39620958862876,1674.92141079264,916.13672835206,4224.66220735786,433.33779264214
2996,"a","g","t","m",3,8,225,33,4,28,"d",2364.8127090301,0.291780683085031,0.1399628606466,0.578157337792642,4.47757455518395,736.303472073579,242.87099828839,2017.24414715719,211.695652173913
2997,"a","g","t","m",3,8,225,11,4,28,"r",2928.52173913043,0.837336576467011,0.519978959258133,0.715760301003345,12.8301495150502,1491.48330328428,169.393638880137,6040.17056856187,397.802675585284
2998,"a","g","t","m",3,8,625,31,12,78,"r",8335.76588628763,0.803754450318265,0.525186847340598,2.03594600668896,17.4859161772575,3498.80842999666,319.265710608844,7471.02675585284,862.722408026756
2999,"a","g","t","m",3,8,225,11,4,28,"d",544.742474916388,0.366068713894801,0.0967226996047431,0.13367462541806,10.930614632107,583.404322568562,351.200438895307,5017.76588628763,487.100334448161
3000,"a","g","t","m",3,8,225,11,4,28,"d",1344.2474916388,0.602918820310125,0.238680267862572,0.328866842809365,4.9578865451505,676.76160073913,351.329188071942,2089.43143812709,351.792642140468
3001,"a","g","t","m",3,8,625,93,12,78,"r",18729.0367892977,0.670226921278815,0.393334940842234,4.5733710367893,19.7991412541806,3167.2828042107,286.972155155405,8704.33779264214,1128.27424749164
3002,"a","g","t","m",3,8,625,93,12,78,"r",22559.9464882943,0.728989103463157,0.473789193512425,5.50869867892977,16.3561411103679,3858.60449501338,267.927529221477,7331.85284280936,833.411371237458
3003,"a","g","t","m",3,8,625,31,12,78,"d",989.033444816053,0.209623476103139,0.0623130821016291,0.242149588628763,12.2873375451505,1620.70029613378,831.427569273077,5705.90301003344,450.177257525084
3004,"a","g","t","m",3,8,225,33,4,28,"d",450.94983277592,0.0876659572311746,0.0266897306172089,0.110821602006689,4.72388388294314,426.57131148495,328.638073572115,2230.54515050167,151.732441471572
3005,"a","g","t","m",3,8,625,93,12,78,"d",1321.31772575251,0.0885388571223073,0.0277494438810371,0.32335172909699,59.7059725618729,2248.52443649164,865.948814914179,28349.9933110368,1877.79598662207
3006,"a","g","t","m",3,8,225,11,4,28,"d",1402.0602006689,0.542718151413804,0.248945310124658,0.342961337792642,5.28699789632107,704.701746250836,273.415958818519,2537.76923076923,130.809364548495
3007,"a","g","t","m",3,8,625,93,12,78,"r",19950.4983277592,0.699787823209983,0.418987275038659,4.87156695652174,14.7540234214047,3196.52670316053,246.225817888889,6459.65551839465,818.428093645485
3008,"a","g","t","m",3,8,225,11,4,28,"r",3003.95652173913,0.826999087868653,0.533372918516266,0.734164755852843,7.84033324414716,1491.38428176923,162.347130699659,2819.40133779264,706.76254180602
3009,"a","g","t","m",3,8,625,31,12,78,"r",7962.67558528428,0.818966447297443,0.501680653792211,1.94488986287625,12.5832261939799,3014.45431341472,336.284306675585,5552.78595317726,727.377926421405
3010,"a","g","t","m",3,8,225,33,4,28,"r",8076.35451505017,0.792034052903618,0.478003922975575,1.97262148160535,7.91513333444816,1510.13839052508,123.514396867797,3076.63879598662,667.789297658863
3011,"a","g","t","m",3,8,225,11,4,28,"r",2353.62876254181,0.779872301611432,0.41790278777744,0.575391424749164,5.72992617056856,1149.22782934783,181.214610846416,2316.27424749164,418.38127090301
3012,"a","g","t","m",3,8,225,11,4,28,"r",2648.45484949833,0.841289145636972,0.470251174217087,0.647338909698997,4.79554856521739,1514.99941821405,175.856270734694,1972.25752508361,309.404682274247
3013,"a","g","t","m",3,8,625,31,12,78,"d",391.755852842809,0.0949401229906139,0.0246821889092675,0.0963867759197324,16.6990680668896,1896.97276686622,890.362658827586,7483.78260869565,900.036789297659
3014,"a","g","t","m",3,8,225,11,4,28,"d",1402.70234113712,0.594405594405594,0.249059324110672,0.34314645819398,7.92030683946488,684.776663979933,284.852722262238,3722.70568561873,262.598662207358
3015,"a","g","t","m",3,8,625,31,12,78,"d",2842.67892976589,0.431330240586903,0.179100221275218,0.694707919732442,93.2382612240803,3169.19207207358,726.798799667925,38212.5652173913,7902.07357859532
3016,"a","g","t","m",3,8,225,33,4,28,"r",7730.19732441472,0.756055538664234,0.457516397993311,1.88813482274248,6.0379254548495,1633.6801573612,141.449761868687,2072.53511705686,555.100334448161
3017,"a","g","t","m",3,8,625,31,12,78,"r",8369.13712374582,0.817456036249865,0.527289369619161,2.04408594314381,17.7618750869565,4473.06469437458,276.622539587031,7110.69565217391,1482.08026755853
3018,"a","g","t","m",3,8,225,33,4,28,"d",204.802675585284,0.0788486875443397,0.012121358873011,0.0507812140468227,4.67747919732441,646.965999511706,375.975002081081,2192.66220735786,152.244147157191
3019,"a","g","t","m",3,8,225,11,4,28,"d",0.0668896321070234,0.00577683186378839,1.18759501368197e-05,0.000777448160535117,6.94384885284281,764.845487130435,344.842105263158,2961.58862876254,443.765886287625
3020,"a","g","t","m",3,8,225,33,4,28,"r",8146.36120401338,0.750886794365055,0.482147310327354,1.98973543478261,6.54784130434783,1584.64099038127,139.714721272727,2876.17725752508,356.959866220736
3021,"a","g","t","m",3,8,625,31,12,78,"r",7995.49163879599,0.818534901283849,0.503748197324415,1.95289673913043,12.8999982374582,2951.57519158863,331.522082952542,5828.89966555184,599.357859531773
3022,"a","g","t","m",3,8,625,31,12,78,"d",835.996655518395,0.181249325709354,0.0526711473729636,0.204795401337793,27.3523524615385,1921.91456502341,873.538672724138,11516.2608695652,2080.73913043478
3023,"a","g","t","m",3,8,625,93,12,78,"r",21259.254180602,0.70683640809868,0.446472906714137,5.19113340468227,20.5286171103679,3334.6577650301,253.423652896321,8692.21739130435,1472.95652173913
3024,"a","g","t","m",3,8,225,33,4,28,"d",2179.89966555184,0.294821120908077,0.129018669808452,0.53300264548495,5.04408531103679,687.725634474916,330.678943432143,2300.87959866221,205.785953177258
3025,"a","g","t","m",3,8,225,33,4,28,"d",0.0903010033444816,0.00263504611330698,5.34417756156887e-06,0.000729234113712375,9.93134624414716,307.49890867893,362.58,4786.48160535117,248.344481605351
3026,"a","g","t","m",3,8,625,93,12,78,"r",20841.1739130435,0.704930413205308,0.437692659114611,5.08906716722408,19.6424731705686,4461.32981638462,335.383084161074,8476.13712374582,1148.94983277592
3027,"a","g","t","m",3,8,225,11,4,28,"r",2983.85953177258,0.8561872909699,0.529804557920341,0.72925056187291,5.23771902006689,1407.82647188963,165.595481058419,1811.46488294314,474.377926421405
3028,"a","g","t","m",3,8,225,33,4,28,"r",6277.42474916388,0.719367588932806,0.371533172190129,1.53345131438127,4.428152,1360.49159265552,132.650983503356,1743.98996655518,315.585284280936
3029,"a","g","t","m",3,8,625,31,12,78,"d",170.354515050167,0.0759520983924911,0.0107330104649908,0.0422738695652174,12.8240615050167,1640.58525770234,870.057078145161,6102.96989966555,352.752508361204
3030,"a","g","t","m",3,8,625,31,12,78,"r",8409.54849498328,0.819721652821232,0.529835449347287,2.05395293311037,18.5401529297659,3613.34446156522,312.135856026936,8158.87959866221,1111.53846153846
3031,"a","g","t","m",3,8,225,11,4,28,"d",1253.38127090301,0.577075098814229,0.222546351474612,0.306628752508361,6.40634097324415,541.08294532107,249.02804413879,2865.17725752508,336.672240802676
3032,"a","g","t","m",3,8,625,93,12,78,"d",1294.79598662207,0.100334448160535,0.0271924510734707,0.31686752173913,30.9933236755853,2121.62835058194,919.205051982394,14269.8361204013,1391.83277591973
3033,"a","g","t","m",3,8,625,31,12,78,"r",7455.45484949833,0.811845938073147,0.469723701478045,1.82100751505017,14.0756684414716,2843.3961377291,344.292825783051,6518.46488294314,527.060200668896
3034,"a","g","t","m",3,8,225,11,4,28,"r",3292.64882943144,0.884767406506537,0.584632205533597,0.804660498327759,24.8488381538462,1568.02501130435,161.245444750853,12027.8327759197,591.137123745819
3035,"a","g","t","m",3,8,225,33,4,28,"d",742.200668896321,0.111280024323503,0.0439275854869768,0.18197325083612,8.59264561204013,470.987621056856,446.023620173913,3848.60535117057,446.244147157191
3036,"a","g","t","m",3,8,225,11,4,28,"r",2960.90635451505,0.831559744603223,0.525729065977501,0.723669468227425,6.46437297324415,1478.0433667893,176.779072486395,2526.85284280936,494.033444816054
3037,"a","g","t","m",3,8,225,33,4,28,"d",1231.54180602007,0.175433262389784,0.0728895368399716,0.30142952173913,4.85828368227425,608.667955250836,325.524460088608,2308.65217391304,142.876254180602
3038,"a","g","t","m",3,8,625,93,12,78,"r",21176.9331103679,0.722048405077858,0.444744053655554,5.17100409698997,26.5295511906355,3838.96243948829,256.09932562963,12526.2575250836,845.8127090301
3039,"a","g","t","m",3,8,225,11,4,28,"d",0.551839464882943,0.0367892976588629,9.79765886287626e-05,0.000904722408026756,12.432175819398,694.342835053512,424.789215672269,6156.03678929766,168.8127090301
3040,"a","g","t","m",3,8,625,93,12,78,"r",21566.9297658863,0.71848815046571,0.452934507857734,5.26625159197324,14.8298752173913,3450.85959011706,244.265493211409,6666.20735785953,707.428093645485
3041,"a","g","t","m",3,8,625,93,12,78,"d",1.09698996655518,0.00381198978674435,2.30373287301759e-05,0.00101371906354515,37.1436359063545,1270.24007714047,898.816318045455,17372.3311036789,1456.30434782609
3042,"a","g","t","m",3,8,625,31,12,78,"d",2188.55852842809,0.335742798575898,0.13788799751861,0.535049076923077,28.8392423311037,2616.4685470602,794.134417151291,12689.762541806,1868.59531772575
3043,"a","g","t","m",3,8,225,33,4,28,"r",7353.98327759197,0.759197324414716,0.435249942738421,1.79627303344482,6.64196366220736,1427.69949264214,113.106043081356,2289.72909698997,555.52508361204
3044,"a","g","t","m",3,8,225,33,4,28,"d",828.003344481605,0.120401337792642,0.0490058688557819,0.202825581939799,17.2898393846154,449.727718294314,316.238335008658,8464.1237458194,320.19397993311
3045,"a","g","t","m",3,8,225,11,4,28,"r",2124.03678929766,0.76406202493159,0.377137171784737,0.519332127090301,8.78516233444816,1310.76548738462,216.993654208191,4048.91638795987,296.916387959866
3046,"a","g","t","m",3,8,625,93,12,78,"r",22048.3277591973,0.743194159743949,0.463044512496853,5.38377466220736,14.7616072341137,3602.81827400669,270.293684441077,6216.08695652174,984.040133779264
3047,"a","g","t","m",3,8,225,11,4,28,"d",0.0568561872909699,0.00456065673456978,1.00945576162967e-05,0.000763822742474916,3.6270441270903,891.42791032107,316.178571428571,1535.29096989967,229.254180602007
3048,"a","g","t","m",3,8,225,33,4,28,"r",5535.93311036789,0.645282253977906,0.327647540893889,1.35238440802676,8.62597940468227,893.27505048495,151.243532952703,3417.44481605351,663.936454849498
3049,"a","g","t","m",3,8,625,93,12,78,"r",21022.8361204013,0.698457223001403,0.441507809652246,5.1333953812709,21.0295316020067,3690.55338060535,287.89695796633,9053.33110367893,1389.25418060201
3050,"a","g","t","m",3,8,625,93,12,78,"d",1276.08026755853,0.0856978458661488,0.0267993961232783,0.312308056856187,14.211185277592,1954.73786931438,896.87011498155,6208.27090301003,704.849498327759
3051,"a","g","t","m",3,8,225,33,4,28,"d",1384.75585284281,0.205837640620249,0.0819576016012973,0.338837725752508,44.8354340802676,559.819554311037,291.199909370079,21023.0100334448,1576.84280936455
3052,"a","g","t","m",3,8,625,93,12,78,"d",1739.15050167224,0.116121839824505,0.0365244932570935,0.425333635451505,21.1463075986622,1781.62113250167,828.970619294964,9411.89297658863,1039.74581939799
3053,"a","g","t","m",3,8,225,33,4,28,"r",7029.93311036789,0.733049559136516,0.416070837235229,1.71716167558528,5.80932492976589,1281.911266301,131.066799407407,2347.0635451505,429.548494983278
3054,"a","g","t","m",3,8,625,93,12,78,"r",22690.2073578595,0.747006149530694,0.476524847160787,5.54046036454849,18.6840375016722,3698.54548974916,271.38365372973,7429.63210702341,1475.20735785953
3055,"a","g","t","m",3,8,225,11,4,28,"r",1663.70234113712,0.731833384007297,0.295401652782001,0.406838682274247,4.80701907692308,1454.32627593645,213.449274175258,1955.13043478261,336.809364548495
3056,"a","g","t","m",3,8,225,11,4,28,"d",2.39799331103679,0.062024931590149,0.000425757981149285,0.00134123745819398,5.84737493645485,797.287102428094,484.341268628141,2850.72575250836,102.846153846154
3057,"a","g","t","m",3,8,225,33,4,28,"r",7804.40133779264,0.773081990473295,0.461908208067295,1.90625459531773,4.86563893645485,1505.77621325418,114.863480569492,1818.36120401338,421.304347826087
3058,"a","g","t","m",3,8,625,93,12,78,"d",39.8294314381271,0.010824612507642,0.000836469414176287,0.010447016722408,14.7293186488294,1125.68165976589,1033.68658468473,7063.80267558528,378.33779264214
3059,"a","g","t","m",3,8,225,33,4,28,"d",0.591973244147157,0.00597952771865815,3.50343569474004e-05,0.000916080267558528,7.66254006688963,455.992069471572,409.742813763636,3616.71906354515,262.190635451505
3060,"a","g","t","m",3,8,625,31,12,78,"d",1494.64214046823,0.280720681842701,0.0941684672564462,0.365581528428094,28.6016600033445,1913.37540457191,699.333168437956,13917.6856187291,592.137123745819
3061,"a","g","t","m",3,8,625,93,12,78,"r",23194.9899665552,0.756248426655159,0.487125959938145,5.66373518394649,24.3175097391304,3464.77951200669,200.873322602694,10666.7759197324,1413.55518394649
3062,"a","g","t","m",3,8,625,31,12,78,"d",1360.01672240803,0.249109936346963,0.085686525083612,0.332700010033445,40.0460057859532,2043.72907692977,740.070472402299,18829.0802675585,1447.98996655518
