"EXPERIMENT","MODEL","RICHNESS_TYPE","RICHNESS_VARIATION","RICHNESS","TRAITSUM","T2SRATIO","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
2618,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",639,0.363636363636364,0.113458727272727,78.413191,20.513671,1782.90625,538.773082,9079,1212
2619,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",860,0.0752688172043011,0.0180611505376344,179.185847,34.173828,6736.11914,1068.127906,9983,2846
2620,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",859,0.121212121212121,0.0508404242424242,85.072714,54.542968,1944.18164,580.969732,16124,7774
2621,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2408,1,0.427556818181818,19.678692,10.515625,2662.330078,286.774916,4944,363
2622,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",1219,0.290322580645161,0.0768019032258064,22.905896,161.685546,7364.15625,1054.326497,74725,6772
2623,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",18319,0.763440860215054,0.384723612903226,315.549795,39.810546,6474.234375,899.826846,17495,1968
2624,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",4446,0.696969696969697,0.263139181818182,29.570787,8.273437,2628.820312,297.611111,3528,373
2625,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",4008,0.666666666666667,0.237215909090909,37.90786,12.265625,3678.287109,243.948103,4444,748
2626,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",1109,0.118279569892473,0.0232904838709677,219.334285,131.769531,5448.287109,1141.681695,51487,8429
2627,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",2616,0.451612903225806,0.164818516129032,19.502253,24.849609,9139.091796,912.651376,9943,1928
2628,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",8,0.010752688172043,0.000168010752688172,188.470981,304.611328,4902.175781,1192.875,126407,21211
2629,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",5354,0.806451612903226,0.337323580645161,250.28318,451.628906,5370.52539,827.204333,135769,32896
2630,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",1242,0.636363636363636,0.220525545454545,37.414232,271.365234,2092.419921,455.648953,117310,19332
2631,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",15379,0.634408602150538,0.322979666666667,313.045884,607.941406,8228.291015,884.146498,297577,11600
2632,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",5451,0.848484848484849,0.322620727272727,90.281563,12.439453,2407.703125,314.666299,4799,829
2633,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",221,0.0537634408602151,0.00464129032258065,131.936808,162.833984,6197.703125,1344.479638,63564,17007
2634,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",4952,0.666666666666667,0.293087121212121,32.600571,18.53125,2799.191406,286.967487,4986,1489
2635,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",10300,0.559139784946237,0.216313838709677,331.592596,133.380859,5536.072265,836.969708,26789,16002
2636,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",5477,0.838709677419355,0.345073064516129,19.8629,425.513671,8330.195312,763.618404,193380,16590
2637,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",5490,0.741935483870968,0.345892129032258,204.216785,26.080078,6784.060546,755.38306,10959,1312
2638,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2793,1,0.495916181818182,41.397927,5.855468,2949.095703,266.864303,2682,243
2639,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",16740,0.709677419354839,0.351562494623656,355.302883,48.615234,6666.582031,946.248924,16649,2769
2640,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",523,0.0537634408602151,0.0109836989247312,247.762485,309.412109,4450.082031,1168.200764,134172,13150
2641,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2626,0.909090909090909,0.466264181818182,7.742171,251.402343,2626.810546,198.709063,48932,23369
2642,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",767,0.151515151515152,0.0453953333333333,67.471627,10.773437,1828.863281,484.457627,4931,294
2643,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",15608,0.709677419354839,0.327788978494624,224.162579,32.449218,7201.439453,903.396911,11867,3229
2644,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",1432,0.290322580645161,0.0902217741935484,72.064909,82.68164,8491.496093,970.631983,26557,7939
2645,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2553,1,0.453302545454545,45.618796,8.83789,2378.492187,341.398354,4105,298
2646,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",180,0.032258064516129,0.00378023655913979,174.511014,334.08789,6429.048828,1129.577777,137413,20356
2647,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2561,1,0.454723,43.296529,10.371093,2283.728515,306.426395,4802,400
2648,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",5648,0.757575757575758,0.334280272727273,66.732085,32.982421,2658.853515,329.399433,8286,3949
2649,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",6026,0.806451612903226,0.379662290322581,250.636055,16.902343,7135.878906,907.223863,6195,1359
2650,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",157,0.043010752688172,0.00329720430107527,246.887305,38.6875,5405.666015,1273.165605,14620,4004
2651,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",17354,0.666666666666667,0.364457322580645,333.959788,58.453125,7207.480468,895.451711,25119,2867
2652,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",5122,0.757575757575758,0.303148666666667,91.343894,11.359375,2655.763671,302.551932,2941,1133
2653,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",1132,0.636363636363636,0.200994272727273,7.520786,85.123046,2237.134765,448.2553,34005,7746
2654,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",932,0.181818181818182,0.0551609696969697,20.652621,9.267578,2453.863281,473.813304,4521,210
2655,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",343,0.0537634408602151,0.00720345161290323,186.294061,25.121093,6487.02539,1144.612244,11260,895
2656,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",1331,0.181818181818182,0.0787760303030303,63.90843,58.074218,1455.546875,453.028549,29036,630
2657,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",1156,0.727272727272727,0.205255636363636,44.316693,12.855468,2143.130859,320.883217,5726,629
2658,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",5248,0.696969696969697,0.310606060606061,22.200187,12.568359,3194.826171,331.676638,5227,649
2659,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",3510,0.636363636363636,0.207741454545455,93.163874,12.734375,2000.847656,348.989173,5364,764
2660,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",854,0.121212121212121,0.0505444848484848,59.721124,111.814453,2289.148437,374.57377,40555,10747
2661,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",1196,0.545454545454545,0.212357909090909,54.923126,10.363281,2398.873046,356.391304,4841,329
2662,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",5951,0.818181818181818,0.352213515151515,85.862777,8.966796,2731.179687,309.168207,2791,751
2663,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",1125,0.636363636363636,0.199751363636364,28.869266,11.9375,1958.384765,423.497777,4937,859
2664,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",6270,0.787878787878788,0.371093727272727,62.88817,75.326171,2722.357421,344.584688,29882,6722
2665,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",1029,0.454545454545455,0.182705909090909,77.89902,203.277343,1209.427734,407.924198,103430,360
2666,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",1304,0.32258064516129,0.0821572258064516,60.519175,182.53125,6681.261718,1057.212423,72862,13065
2667,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2457,1,0.436257090909091,38.691544,19.529296,2574,276.978835,5650,2179
2668,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",8207,0.967741935483871,0.517074064516129,171.890617,16.826171,6807.867187,885.776044,6023,1532
2669,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",5725,0.757575757575758,0.338837575757576,81.795234,7.33789,2746.460937,314.006637,2383,584
2670,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",177,0.043010752688172,0.00371723655913978,49.56294,25.738281,5838.128906,1300.932203,11739,1173
2671,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2331,1,0.413884909090909,63.0021,9.976562,2399.15625,256.512226,4206,638
2672,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2540,1,0.450994272727273,49.131321,197.802734,2446.648437,268.853149,49067,18906
2673,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",764,0.193548387096774,0.048135064516129,89.328064,41.61914,7867.912109,1110.304973,20276,1007
2674,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",6961,0.870967741935484,0.438571064516129,195.010085,566.728515,6346.060546,796.119666,136485,46207
2675,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",5798,0.806451612903226,0.36529735483871,211.54328,45.683593,5829.453125,836.086581,17167,4249
2676,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",1373,0.0967741935483871,0.0288348387096774,186.50567,685.021484,7311.951171,1075.123088,304849,31234
2677,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",2179,0.818181818181818,0.386896272727273,11.379693,11.677734,2559.652343,367.787976,5227,625
2678,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2797,1,0.496626363636364,34.051743,8.271484,2522.759765,298.476224,1964,680
2679,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",7427,0.935483870967742,0.467930935483871,129.80955,38.357421,6900.027343,791.607378,18357,948
2680,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",1096,0.636363636363636,0.194602272727273,7.297324,146.167968,2218.71875,348.468065,49612,14859
2681,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",1456,0.636363636363636,0.258522727272727,49.837351,153.265625,2304.521484,328.647664,62627,11653
2682,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",4529,0.774193548387097,0.285345258064516,283.352192,34.246093,4901.195312,934.004195,13802,3488
2683,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2124,0.909090909090909,0.377130636363636,8.493141,10.193359,2681.238281,268.638888,4276,699
2684,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",765,0.151515151515152,0.0452769696969697,46.689739,101.623046,1962.615234,370.088888,36964,9356
2685,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",11259,0.505376344086022,0.236454129032258,303.822993,172.826171,5204.074218,981.714361,82617,4380
2686,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",1031,0.32258064516129,0.0649571290322581,88.707974,14.673828,6606.814453,1070.242483,6176,1095
2687,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",1483,0.818181818181818,0.263316727272727,63.070126,12.964843,2037.4375,307.581928,4438,1005
2688,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",10024,0.462365591397849,0.21051747311828,301.677388,241.054687,5991.03125,864.267458,46013,17436
2689,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",346,0.0645161290322581,0.0072664623655914,142.866817,54.017578,4799.169921,1203.861271,22769,3228
2690,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",12653,0.56989247311828,0.26573,365.998005,32.550781,7558.539062,868.927685,11983,2496
2691,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",1353,0.32258064516129,0.0852444516129032,63.374961,1103.46289,6055.90039,986.856614,447703,64467
2692,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",935,0.545454545454545,0.166015545454545,27.533004,80.535156,1472.542968,432.905882,37518,2993
2693,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",5824,0.787878787878788,0.34469696969697,108.13492,10.0625,2617.529296,311.740556,4625,356
2694,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",17580,0.67741935483871,0.369203623655914,352.040846,22.095703,7377.980468,909.806939,9768,936
2695,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",911,0.0752688172043011,0.0191322150537634,91.630988,82.822265,8306.939453,1020.783754,36997,3776
2696,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",819,0.225806451612903,0.0516002903225806,114.776152,94.289062,6034.289062,1098.007326,29228,14990
2697,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",11552,0.634408602150538,0.242607516129032,360.355433,27.923828,5827.330078,972.76636,12620,1265
2698,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",1347,0.636363636363636,0.239169,19.241185,142.980468,2607.609375,429.193021,49431,21602
2699,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",6004,0.806451612903226,0.378276193548387,20.916318,277.066406,8083.285156,822.988174,112507,18883
2700,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",1325,0.354838709677419,0.0834803225806452,87.852324,328.21875,5897.267578,1044.139622,136138,14017
2701,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",0,0,0,87.660897,9.345703,1359.126953,NA,4507,214
2702,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"d",926,0.225806451612903,0.0583417096774193,120.705196,37.294921,6628.427734,1027.174946,15901,2158
2703,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",310,0.363636363636364,0.0550425454545455,56.411551,8.130859,1649.037109,525.603225,3359,499
2704,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",4078,0.612903225806452,0.256930419354839,165.12352,19.61914,5236.378906,878.433791,7913,1181
2705,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"d",801,0.545454545454545,0.142223,40.983007,12.552734,2270.355468,465.166042,4292,1361
2706,"a","mo","3_4",3,12,1,"s","t",3,4,225,11,4,28,"r",2650,1,0.470525545454545,8.211431,8.441406,3177.832031,250.740754,3686,474
2707,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",515,0.0909090909090909,0.0304805757575758,87.478469,78.134765,1655.257812,522.586407,39177,715
2708,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",0,0,0,28.808054,7.601562,1803.035156,NA,3014,507
2709,"a","mo","3_4",3,12,1,"s","t",3,4,625,31,12,78,"r",8203,0.935483870967742,0.516822064516129,237.766588,34.238281,6375.300781,826.614896,14270,2321
2710,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",808,0.0752688172043011,0.0169690860215054,235.436333,232.177734,6675.134765,1052.501237,94471,15710
2711,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"d",353,0.121212121212121,0.0208925151515152,107.828743,154.568359,1849.636718,404.175637,54446,19052
2712,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"d",881,0.0752688172043011,0.0185021827956989,215.075494,39.726562,6253.328125,1045.905788,18475,1704
2713,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",5838,0.818181818181818,0.345525545454545,94.565583,4.492187,2226.78125,294.329051,1779,319
2714,"a","mo","3_4",3,12,1,"s","t",3,4,625,93,12,78,"r",16321,0.709677419354839,0.342762935483871,344.301906,129.59375,7744.535156,869.403896,56168,6458
2715,"a","mo","3_4",3,12,1,"s","t",3,4,225,33,4,28,"r",5767,0.757575757575758,0.341323363636364,68.358223,7.3125,2474.310546,300.845326,2076,560
2716,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",10025,1,0.593335696969697,82.285794,24.992187,5245.708984,284.941546,8443,1787
2717,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",10819,1,0.640329060606061,77.880112,27.705078,5546.236328,300.823551,9699,2342
2718,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",4092,1,0.726562454545455,18.088517,30.826171,6053.576171,204.105327,10282,2319
2719,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",29393,0.978494623655914,0.617292505376344,214.450672,1380.732421,14635.164062,888.603681,545567,88033
2720,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",3043,0.363636363636364,0.180101787878788,111.571751,28.08789,3792.675781,340.41998,9275,2195
2721,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",5209,0.709677419354839,0.328188,188.679425,39.884765,13049.470703,1007.513726,16473,3100
2722,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",4091,1,0.726384909090909,30.870013,31.65625,5416.310546,253.10853,8709,2789
2723,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",9562,0.96969696969697,0.565932757575758,89.819809,35.283203,5429.572265,277.319075,11638,2611
2724,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",10093,1,0.597360303030303,62.429105,119.234375,5250.580078,292.752699,25903,12774
2725,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3940,1,0.699573818181818,27.519997,17.816406,5554.224609,242.298984,6589,1676
2726,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",2901,1,0.515092272727273,53.575248,273.507812,5756.974609,342.713547,112832,24657
2727,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",2958,0.454545454545455,0.175071,84.669962,22.652343,4190.707031,372.706896,6960,2046
2728,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",26856,0.913978494623656,0.564012096774194,243.467672,864.964843,12055.27539,898.410485,262513,84853
2729,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",11366,1,0.716103806451613,102.702904,2059.734375,15201.089843,671.022259,514199,186958
2730,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",2664,0.172043010752688,0.0559475698924731,250.554585,40.570312,12025.46289,1170.864114,16883,2573
2731,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",2225,0.161290322580645,0.0467279892473118,226.386695,113.423828,13055.339843,1090.102921,45540,8922
2732,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",30587,0.978494623655914,0.642368107526882,257.825832,55.730468,15805.578125,828.714551,19978,4480
2733,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",4044,0.612903225806452,0.254788290322581,134.96431,387.318359,14383.142578,1086.299703,145341,35050
2734,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",4561,0.67741935483871,0.287361387096774,213.88034,653.71289,12659.097656,1086.335672,240638,56707
2735,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",1867,0.909090909090909,0.331498545454545,32.662278,35.242187,3795.128906,454.076593,14604,2750
2736,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",10841,1,0.683026709677419,157.559723,45.097656,15276.640625,745.152753,17383,3060
2737,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",28760,0.978494623655914,0.603998655913978,289.339409,47.28125,15125.746093,822.541689,22055,1440
2738,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",5774,0.838709677419355,0.363785258064516,194.672443,87.669921,14589.46875,1035.751991,32236,5670
2739,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",28195,0.956989247311828,0.592132892473118,174.39118,63.953125,15321.998046,841.844937,27327,2782
2740,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",10443,1,0.618075272727273,46.617012,19.355468,6767.123046,274.188834,5865,2009
2741,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",4864,0.741935483870968,0.306451612903226,105.959858,95.677734,17436.289062,1034.339638,38995,7369
2742,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3877,1,0.688387727272727,26.703178,177.396484,5129.164062,269.914882,37841,17005
2743,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3923,1,0.696555363636364,34.400791,25.632812,6152.404296,245.723171,7078,2647
2744,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",11113,1,0.700163806451613,121.485599,688.6875,14940.324218,710.542967,208512,71049
2745,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",6129,0.838709677419355,0.386151709677419,170.905414,48.0625,15336.734375,1054.058084,19304,3622
2746,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",3835,0.645161290322581,0.241620451612903,175.373421,706.345703,12898.726562,1063.599478,315215,37842
2747,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",2660,0.818181818181818,0.472301090909091,37.081242,82.083984,4767.003906,361.555639,29113,8124
2748,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",9277,1,0.584488387096774,21.629623,264.8125,15563.322265,851.853832,108618,17756
2749,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",4716,0.67741935483871,0.297127,184.518603,479.05664,14133.738281,1071.315521,201174,33855
2750,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",25650,0.913978494623656,0.53868447311828,314.666248,53.476562,15287.490234,807.313645,22590,3166
2751,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",9574,0.96969696969697,0.56664296969697,83.903225,51.019531,4953.035156,285.048569,10369,4939
2752,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",5104,0.741935483870968,0.321572580645161,192.208561,88.050781,11416.08789,1067.131269,37752,5541
2753,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",3086,0.193548387096774,0.0648101397849462,332.436661,68.447265,15915.541015,1111.70998,23607,5495
2754,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",2827,0.182795698924731,0.0593707956989247,203.330614,124.5,10575.59375,1112.736823,52850,8770
2755,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",10377,1,0.61416903030303,77.527814,25.089843,5964.742187,284.999421,8214,2697
2756,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",3366,0.193548387096774,0.0706905161290323,289.893205,84.4375,14173.589843,1127.195781,39301,3231
2757,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",2288,0.516129032258065,0.144153225806452,280.412068,654.841796,10078.599609,1212.523164,303108,28495
2758,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",27625,0.956989247311828,0.580162129032258,313.69821,55.167968,12685.863281,875.972271,20664,4217
2759,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",1932,0.727272727272727,0.343039727272727,65.1425,93.488281,3548.255859,479.813146,44729,2558
2760,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",3368,0.484848484848485,0.199337121212121,119.066686,19.285156,3568.548828,440.120843,7221,1879
2761,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",1349,0.212121212121212,0.0798413636363636,78.481752,13.40039,2922.791015,518.036323,6227,520
2762,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",3943,0.204301075268817,0.0828082903225806,182.850722,461.455078,15921.488281,1120.985544,146651,51355
2763,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",32349,1,0.67937247311828,277.883205,51.890625,15874.6875,794.728399,23474,2025
2764,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",2376,0.161290322580645,0.0498991935483871,284.787793,435.21875,12933.964843,1107.889309,173152,32467
2765,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",1886,0.150537634408602,0.0396085268817204,340.08475,136.613281,9518.814453,1280.067338,60863,6818
2766,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",9042,0.939393939393939,0.535156242424242,89.355212,25.269531,5499.876953,292.272506,6690,2093
2767,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3965,1,0.704012727272727,23.962938,108.654296,5943.261718,258.160907,23617,12239
2768,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3730,1,0.662286909090909,37.829308,27.08789,4843.013671,280.355764,6435,3248
2769,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"r",3821,1,0.678444545454545,31.537244,35.417968,5348.5,253.499345,10521,3433
2770,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",2581,1,0.458274090909091,45.714569,17.216796,5527.541015,346.401782,6777,1272
2771,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"d",4596,0.67741935483871,0.289566516129032,240.097876,70.671875,11207.693359,1107.83355,26071,4099
2772,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",9427,1,0.557942696969697,78.254869,29.65625,5343.933593,255.13578,8833,2292
2773,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",4223,0.258064516129032,0.0886886666666667,305.091528,53.970703,13558.335937,1169.650248,22686,2120
2774,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"r",29871,0.989247311827957,0.627331139784946,292.192205,63.667968,14432.83789,859.391148,21814,5692
2775,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",11263,1,0.709614387096774,115.715302,759.888671,13999.171875,672.981621,230798,62986
2776,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",1517,0.212121212121212,0.0897845454545455,117.47184,498.132812,3620.564453,384.831245,150834,76751
2777,"a","mo","3_8",3,24,1,"s","t",3,8,625,31,12,78,"r",10522,1,0.662928419354839,128.706201,193.226562,13811.957031,768.665462,56114,19703
2778,"a","mo","3_8",3,24,1,"s","t",3,8,625,93,12,78,"d",4251,0.279569892473118,0.0892767096774194,236.012906,159.064453,11290.671875,1129.638673,41564,16993
2779,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"d",1714,0.272727272727273,0.101444121212121,85.206331,28.871093,4788.894531,437.42007,11794,1902
2780,"a","mo","3_8",3,24,1,"s","t",3,8,225,33,4,28,"r",10402,1,0.615648666666667,74.773101,27.117187,5376.941406,298.971159,5173,2222
2781,"a","mo","3_8",3,24,1,"s","t",3,8,225,11,4,28,"d",1943,0.818181818181818,0.344992818181818,41.981716,88.134765,4384.96875,463.321667,27841,10430
