"EXPERIMENT","MODEL","RICHNESS_TYPE","RICHNESS_VARIATION","RICHNESS","TRAITSUM","T2SRATIO","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_E2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
886,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"r",3031,1,0.538174636363636,28.195513,581.09375,4521.214843,224.726822,129620,74402
887,"a","mo","3_8",3,24,1,"s","b",3,8,625,31,12,78,"r",8238,1,0.519027193548387,81.377422,1261.195312,10995.748046,533.181233,313766,146031
888,"a","mo","3_8",3,24,1,"s","b",3,8,625,31,12,78,"r",8240,1,0.519153193548387,117.805491,1124.138671,14061.050781,494.152427,181231,128797
889,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"d",2068,0.909090909090909,0.367187454545455,46.485218,645.046875,4301.351562,346.689071,135176,44418
890,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"r",1838,0.909090909090909,0.326349363636364,20.997382,228.740234,4672.728515,242.191512,41872,27577
891,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"r",7229,0.909090909090909,0.427852727272727,77.447819,454.71875,3753.884765,308.769262,95778,39305
892,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"d",9,0.272727272727273,0.001598,47.437061,796.898437,3510.173828,517.777777,64370,59674
893,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"d",35,0.032258064516129,0.000735043010752688,282.437727,654.845703,6728.076171,1340.885714,56137,47974
894,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"d",161,0.043010752688172,0.00338121505376344,173.1169,398.80664,6795.759765,1161.987577,65518,44057
895,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"d",1975,0.909090909090909,0.350674636363636,79.331103,314.705078,4308.833984,389.070379,66733,34376
896,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"r",24959,0.935483870967742,0.524172537634409,310.847886,1306.607421,11680.310546,758.799751,265264,173228
897,"a","mo","3_8",3,24,1,"s","b",3,8,625,31,12,78,"d",4910,0.838709677419355,0.309349774193548,94.506787,2203.708984,13183.228515,982.323217,384641,215454
898,"a","mo","3_8",3,24,1,"s","b",3,8,625,31,12,78,"d",7118,0.967741935483871,0.448462677419355,30.477876,1668.392578,15573.548828,686.587103,413021,205181
899,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"d",0,0,0,117.37807,376.123046,3318.21289,NA,27990,25062
900,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"r",2868,1,0.509232909090909,19.634741,318.90625,5367.84375,219.176429,79681,38970
901,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"d",25,0.010752688172043,0.000525032258064516,317.11967,734.265625,6350.451171,1262.919999,76341,65959
902,"a","mo","3_8",3,24,1,"s","b",3,8,625,31,12,78,"r",8467,1,0.533455129032258,166.603323,1148.351562,10747.80664,679.092476,242840,143255
903,"a","mo","3_8",3,24,1,"s","b",3,8,625,31,12,78,"r",9585,1,0.60389364516129,131.375629,1578.207031,12231.564453,607.77976,366581,185620
904,"a","mo","3_8",3,24,1,"s","b",3,8,625,31,12,78,"d",44,0.0967741935483871,0.00277216129032258,213.371305,1251.074218,7825.410156,1126.681818,183295,113779
905,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"r",23453,0.956989247311828,0.492544516129032,271.163233,1960.339843,11997.314453,665.748688,366520,229676
906,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"r",2867,1,0.509055363636364,33.763868,374.308593,4607.884765,273.026508,92241,34890
907,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"r",26622,0.935483870967742,0.559097774193548,308.145408,1472.189453,11615.146484,735.453159,301797,196931
908,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"d",9,0.0303030303030303,0.000532666666666667,97.444125,377.367187,3296.935546,610.222222,30715,25383
909,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"d",11,0.0303030303030303,0.000651030303030303,22.953848,394.294921,4713.044921,566.90909,70805,49748
910,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"d",589,0.129032258064516,0.0123697849462366,267.492268,1350.060546,8412.984375,1106.69949,191071,120710
911,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"d",1874,1,0.332741454545455,42.490419,460.095703,3593.013671,377.215581,103674,46506
912,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"d",140,0.151515151515152,0.0082859696969697,77.031335,293.677734,2614.398437,459.314285,65412,32275
913,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"r",10588,0.741935483870968,0.222362225806452,205.118148,1043.888671,10856.048828,771.598413,230675,134723
914,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"r",7361,0.909090909090909,0.435665242424242,43.008039,531.6875,5561.746093,317.447357,92997,59006
915,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"r",3287,1,0.583629181818182,17.780576,479.390625,4922.273437,193.678125,85677,50019
916,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"d",43,0.181818181818182,0.00763490909090909,53.031273,460.486328,3530.955078,508.325581,49677,40372
917,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"r",24212,0.935483870967742,0.508484537634409,286.139549,1318.923828,11385.085937,827.450024,233279,152813
918,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"d",0,0,0,123.327412,331.144531,2704.158203,NA,41227,30158
919,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"d",33,0.032258064516129,0.000693043010752688,287.546639,1508.164062,8035.505859,1130.727272,164339,131866
920,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"d",4,0.0606060606060606,0.000236727272727273,121.241772,552.582031,3239.453125,557.75,28884,24451
921,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"r",2402,0.909090909090909,0.426491454545455,4.968651,451.53125,5008.287109,216.053705,106357,56109
922,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"d",8,0.0606060606060606,0.000473484848484848,94.960906,296.216796,2338.085937,546.875,25376,21921
923,"a","mo","3_8",3,24,1,"s","b",3,8,225,33,4,28,"d",40,0.0606060606060606,0.00236739393939394,98.073274,301.248046,2710.707031,386.175,32566,25069
924,"a","mo","3_8",3,24,1,"s","b",3,8,625,31,12,78,"r",9010,1,0.567666322580645,125.485917,1492.984375,11294.541015,606.988901,326690,187113
925,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"r",2260,1,0.401278363636364,20.419811,418.519531,4790.064453,259.195132,83227,35561
926,"a","mo","3_8",3,24,1,"s","b",3,8,625,31,12,78,"r",7236,1,0.455897161290323,125.512098,1260.064453,11978.998046,635.946517,228942,159318
927,"a","mo","3_8",3,24,1,"s","b",3,8,225,11,4,28,"r",3425,1,0.608132090909091,20.566315,590.595703,4581.8125,186.047299,128036,67617
928,"a","mo","3_8",3,24,1,"s","b",3,8,625,93,12,78,"d",22,0.021505376344086,0.000462021505376344,234.534713,1419.359375,9703.703125,1116.318181,117032,103781
929,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",183,0.193548387096774,0.0115297096774194,135.214904,4406.986328,49919.433593,1206.136612,344701,180306
930,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",363,0.172043010752688,0.00762348387096774,351.898744,1535.730468,39025.271484,1033.961432,208164,145843
931,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",463,0.0967741935483871,0.00972361290322581,231.535201,1473.064453,39809.033203,1084.999999,174506,100508
932,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"r",447,0.636363636363636,0.0793678181818182,45.226249,533.59375,17345.769531,459.411633,89455,52245
933,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",462,0.387096774193548,0.0291078387096774,147.695862,4003.447265,53101.513671,1328.670995,316214,200306
934,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",226,0.242424242424242,0.0133759393939394,106.602662,1152.904296,14085.355468,373.831858,94013,72543
935,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"r",609,0.727272727272727,0.108132090909091,59.159197,559.197265,19429.578125,447.824302,128217,71274
936,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",557,0.393939393939394,0.0329663636363636,104.458135,689.691406,16597.503906,435.578096,91669,52682
937,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",9494,1,0.598160258064516,429.026804,3862.992187,62990.132812,637.57036,377718,280392
938,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",12,0.181818181818182,0.000710212121212121,61.133671,1316.839843,18948.75,489.416666,75722,65438
939,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",291,0.419354838709677,0.0183341612903226,133.5128,3070.207031,55907.287109,1337.450171,275378,219162
940,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",198,0.172043010752688,0.00415825806451613,318.591667,2552.65039,35091.796875,977.459595,354264,172745
941,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",205,0.212121212121212,0.0121330303030303,107.634774,832.490234,15555.419921,409.887804,93355,60183
942,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",339,0.32258064516129,0.0213583548387097,103.971817,5255.193359,66029.402343,1299.19469,277808,243825
943,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",9,0.0303030303030303,0.000532666666666667,63.813203,2400.873046,19676.644531,514.444444,109208,67232
944,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",202,0.0537634408602151,0.0042422688172043,170.455702,2618.59375,50476.058593,1288.920792,331406,165284
945,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",20,0.151515151515152,0.00118369696969697,55.338861,1904.851562,19358.083984,448,92946,58422
946,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",420,0.32258064516129,0.0264616774193548,269.093262,5007.904296,36635.125,1228.973809,347013,255136
947,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"r",333,0.454545454545455,0.0591263636363636,60.782243,713.736328,16710.978515,481.504504,101746,71997
948,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"r",311,0.727272727272727,0.0552200909090909,55.766538,1133.042968,15403.99414,454.807073,108025,61862
949,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",11,0.0909090909090909,0.000651030303030303,80.378736,1242.435546,16732.232421,463.636363,79794,60709
950,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",655,0.548387096774194,0.0412676129032258,283.559002,1971.103515,42193.83789,1171.887022,233631,106121
951,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",15,0.0606060606060606,0.000887757575757576,52.505245,1345.726562,15745.882812,532.733333,102976,69015
952,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",333,0.32258064516129,0.0209803225806452,142.14747,5462.970703,59115.957031,1261.213213,379588,236967
953,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",8,0.0909090909090909,0.000473484848484848,65.015086,1724.753906,18666.410156,489,64530,56583
954,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",865,0.451612903225806,0.0544984838709677,195.349711,6063.138671,58716.65625,1212.920231,227637,186326
955,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",503,0.387096774193548,0.031691,195.570581,1708.945312,43910.517578,1254.449304,310390,179085
956,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",50,0.032258064516129,0.00105006451612903,137.663961,5787.166015,57306.585937,1299.48,526736,234570
957,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",3,0.0303030303030303,0.000177545454545455,66.133416,2395.496093,18728.050781,503.333333,93845,69488
958,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",190,0.393939393939394,0.0112452424242424,104.522824,764.251953,15252.871093,385.642105,95425,47827
959,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",456,0.387096774193548,0.0287298387096774,201.748833,2546.65625,40227.107421,1225.800438,278255,166580
960,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",737,0.419354838709677,0.0464339677419355,227.86075,1621.623046,39799.40625,1177.218453,179833,128734
961,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",11,0.121212121212121,0.000651030303030303,76.948262,1047.074218,17086.511718,525.818181,87441,70478
962,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",293,0.636363636363636,0.0520240909090909,31.289532,1049.863281,22699.630859,390.395904,88293,66879
963,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",315,0.419354838709677,0.0198462580645161,257.199112,2139.939453,40639.695312,1104.120634,255394,130228
964,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",112,0.272727272727273,0.0198862727272727,25.802456,2613.740234,18745.412109,536.285714,256871,147516
965,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",22,0.212121212121212,0.00130206060606061,56.008394,2577.779296,19271.746093,543.954545,98114,83923
966,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",318,0.333333333333333,0.018821,85.396752,762.449218,14442.789062,384.150943,81760,52963
967,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",428,0.363636363636364,0.0253314242424242,92.524191,1216.234375,14862.738281,361.095794,109801,59095
968,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",534,0.32258064516129,0.0336441290322581,238.298317,3896.115234,47758.662109,1292.2397,262327,154590
969,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",671,0.483870967741935,0.0422756774193548,154.959637,2429.220703,38597.519531,1062.71684,228271,152580
970,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",350,0.451612903225806,0.0220513870967742,200.609453,2100.96875,40067.623046,1060.234285,317298,172460
971,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",430,0.268817204301075,0.00903056989247312,268.432478,4587.24414,38122.46875,994.56279,377773,242516
972,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",256,0.303030303030303,0.0151515151515152,87.447858,777.787109,14281.238281,355.777343,99273,65154
973,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",126,0.363636363636364,0.0223720909090909,42.12216,1088.554687,19464.519531,472.666666,97783,46051
974,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",421,0.225806451612903,0.00884155913978495,316.287755,2959.035156,38759.582031,1169.957244,282592,155228
975,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",35,0.272727272727273,0.00621445454545455,12.580675,618.453125,20274.294921,472.2,102247,35321
976,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",168,0.0645161290322581,0.00352822580645161,203.429121,4322.320312,57232.425781,1366.839285,238236,177467
977,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",184,0.636363636363636,0.0326704545454545,28.916048,1932.443359,20252.830078,464.559782,156137,138605
978,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",32,0.021505376344086,0.000672043010752688,237.322323,3804.748046,45251.861328,1351.0625,384614,207615
979,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",82,0.0537634408602151,0.00172210752688172,240.351016,4394.458984,49557.326171,1304.292682,513412,201259
980,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"r",1393,1,0.247336636363636,102.389769,949.205078,19696.660156,342.320172,232367,82711
981,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",109,0.0860215053763441,0.00228913978494624,170.922492,4775.839843,52948.875,1326.330275,312694,198597
982,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",30,0.242424242424242,0.00177554545454545,48.473175,1210.154296,16125.220703,429.533333,98370,58848
983,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",47,0.0909090909090909,0.00278169696969697,69.668997,2358.267578,19298.71875,548.851063,101122,85099
984,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",638,0.193548387096774,0.0133988494623656,263.135306,3482.099609,35183.304687,1157.880877,216758,154896
985,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"r",909,0.818181818181818,0.161399090909091,59.450126,1186.253906,16599.03125,419.232123,118310,67725
986,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",9,0.0606060606060606,0.000532666666666667,50.638734,526.851562,15493.164062,317.555555,71412,31184
987,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",291,0.258064516129032,0.0183341612903226,146.472567,6879.4375,52576.958984,1353.030927,327910,205434
988,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",15,0.021505376344086,0.000315010752688172,174.049971,2407.333984,54935.998046,1258,206625,161636
989,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"r",306,0.545454545454545,0.0543323636363636,40.029647,756.669921,16632.162109,474.715686,112896,82160
990,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"r",352,0.818181818181818,0.0625,58.803966,835.507812,16342.527343,455.480113,103733,51001
991,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",1142,0.172043010752688,0.0239835268817204,279.771045,3937.021484,62057.412109,1202.809106,358652,178094
992,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",185,0.161290322580645,0.0116557419354839,106.237141,5044.787109,54258.865234,1185.837837,273191,227449
993,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",5174,0.967741935483871,0.325982838709677,285.790269,5628.345703,65136.1875,1076.73734,438547,303016
994,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",228,0.32258064516129,0.0143649032258065,153.027165,2524.732421,43079.472656,1383.578947,277368,154622
995,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",37,0.021505376344086,0.000777043010752688,156.187102,5177.878906,55486.746093,1222.486486,314242,238905
996,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",73,0.363636363636364,0.0129616363636364,28.355011,715.02539,19902.716796,471.383561,107964,58186
997,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",9,0.0606060606060606,0.000532666666666667,86.985331,1046.914062,16560.142578,402.555555,66051,43886
998,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",202,0.727272727272727,0.0358664545454545,27.733791,699.978515,20824.865234,442.678217,100159,43685
999,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",85,0.272727272727273,0.0150922727272727,51.45754,1278.355468,18068.792968,484.964705,86184,49707
1000,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",352,0.451612903225806,0.0221773870967742,224.267357,2083.033203,38466.597656,1140.03409,285047,192354
1001,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",271,0.161290322580645,0.00569135483870968,329.524653,2475.345703,38895.767578,1064.815498,278478,135579
1002,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"d",52,0.121212121212121,0.00307763636363636,50.30707,1289.978515,15523.267578,464.365384,187491,74700
1003,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",506,0.424242424242424,0.0299479090909091,93.9697,1919.867187,12882.285156,368.982213,158923,64858
1004,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"r",544,0.387096774193548,0.0342741612903226,248.211464,2241.83789,38579.457031,1251.621323,311237,149588
1005,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",100,0.129032258064516,0.00630038709677419,84.482888,4114.109375,57401.058593,1269.899999,270747,206474
1006,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",325,0.129032258064516,0.00682543010752688,321.571723,1612.589843,36526.697265,1081.618461,224214,146780
1007,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",491,0.150537634408602,0.0103116559139785,310.634025,3024.064453,36979.515625,1107.708757,279091,153663
1008,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",189,0.545454545454545,0.0335581818181818,47.167606,1091.529296,15512.9375,457.783068,104994,71325
1009,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",87,0.0645161290322581,0.00182710752688172,97.41743,3832.55664,55204.386718,1282.057471,496281,149971
1010,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"r",153,0.139784946236559,0.00321320430107527,319.167566,2148.240234,36506.578125,1054.228758,249894,170005
1011,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",360,0.242424242424242,0.0213068181818182,103.907246,746.582031,14333.787109,411.122222,88715,60186
1012,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"r",363,0.636363636363636,0.0644530909090909,46.257709,654.904296,18168.779296,467.977961,134392,83453
1013,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",48,0.021505376344086,0.00100806451612903,160.084497,3871.755859,41842.867187,1283.145833,381965,267498
1014,"a","mo","4_24",4,96,1,"s","b",4,24,625,31,12,78,"d",344,0.354838709677419,0.0216733870967742,141.891261,3016.466796,54550.144531,1223.209302,326368,207195
1015,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",130,0.0860215053763441,0.00273017204301075,187.774817,5430.625,57519.722656,1292.215384,241343,215454
1016,"a","mo","4_24",4,96,1,"s","b",4,24,625,93,12,78,"d",179,0.0537634408602151,0.00375923655913978,220.14651,3664.816406,50604.255859,1328.402234,586824,147053
1017,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",452,0.272727272727273,0.0267518787878788,106.33227,852.71289,17803.03125,461.696902,105883,53358
1018,"a","mo","4_24",4,96,1,"s","b",4,24,225,11,4,28,"d",27,0.181818181818182,0.004794,15.469642,586.226562,20282.595703,485.592592,98889,61354
1019,"a","mo","4_24",4,96,1,"s","b",4,24,225,33,4,28,"r",253,0.393939393939394,0.0149739393939394,104.342004,912.205078,14627.136718,389.166007,88183,50248
