"EXPERIMENT","MODEL","SPECIES","INTERACTIONS","COMPLEXITY","CLONES","GRIDS","RESOURCES","SITES","OBSTACLES","DIFFICULTY","CAPTURES_TOTAL","CAPTURES_BEST_CASE","CAPTURES_MEAN","TOT_FITNESS_MEAN","RATE_COMMUNICATION","RATE_MOTION","RES_D2C_STEPS_MEAN","SIGNAL_SENT","SIGNAL_RECEIVED"
3095,"i","g","u",4,10,625,31,12,78,"r",4719.922,6.45161290322581e-05,1.26e-07,3.906e-06,0.9277345,0.025679702,475,NA,NA
3096,"i","g","u",4,10,225,11,4,28,"r",5510.82,0,0,0,0.610714874,0.332296912,NA,NA,NA
3097,"i","g","u",4,10,225,11,4,28,"d",8175.86,0,0,0,0.3515625,0.059004046,NA,NA,NA
3098,"i","g","u",4,10,625,31,12,78,"r",3551898.572,0.524129032258065,0.260711442064516,8.082054704,0.4785155,2.133066398,391.198146728238,NA,NA
3099,"i","g","u",4,10,625,31,12,78,"r",3324978.11,0.354774193548387,0.173725428258065,5.385488276,0.4544921,1.241644482,401.320051593595,NA,NA
3100,"i","g","u",4,10,625,31,12,78,"d",16012.322,6.45161290322581e-05,1.26e-07,3.906e-06,0.25594912,0.631535194,33,NA,NA
3101,"i","g","u",4,10,625,31,12,78,"d",11379.58,0,0,0,0.126953,0.12408206,NA,NA,NA
3102,"i","g","u",4,10,625,93,12,78,"d",13930.76,0.00021505376344086,4.2e-07,3.906e-05,0.029297,0.072617212,580.555555555556,NA,NA
3103,"i","g","u",4,10,625,31,12,78,"r",796092.184,0.0296774193548387,0.00526738896774194,0.163289058,1.797547012,1.844187554,647.177910222132,NA,NA
3104,"i","g","u",4,10,625,93,12,78,"r",123674524.49,0.578086021505376,0.289119413741936,26.888105478,0.6347655,1.876320336,457.183426065857,NA,NA
3105,"i","g","u",4,10,225,33,4,28,"r",2525315.39,0.121333333333333,0.0402302317575758,1.327597648,0.243632846,1.035828176,85.6148224493233,NA,NA
3106,"i","g","u",4,10,225,11,4,28,"d",8900.8,0,0,0,0.0097655,0,NA,NA,NA
3107,"i","g","u",4,10,625,93,12,78,"d",7077.6,0,0,0,0,0.33833598,NA,NA,NA
3108,"i","g","u",4,10,625,93,12,78,"d",10073.28,0,0,0,0.513699298,0.69701567,NA,NA,NA
3109,"i","g","u",4,10,625,93,12,78,"d",11755.92,0,0,0,0.702668,0.837187522,NA,NA,NA
3110,"i","g","u",4,10,225,33,4,28,"d",13106.68,0,0,0,0.039063,0.044168052,NA,NA,NA
3111,"i","g","u",4,10,225,33,4,28,"r",8404805.34,0.577878787878788,0.253912168242424,8.379101552,0.966797,0.40694927,208.407829883163,NA,NA
3112,"i","g","u",4,10,625,31,12,78,"d",13243.92,0,0,0,0,0.870058578,NA,NA,NA
3113,"i","g","u",4,10,625,31,12,78,"d",3485692.904,0.170516129032258,0.0424485883870968,1.31590624,0.291546822,0.302222698,868.147739027339,NA,NA
3114,"i","g","u",4,10,225,11,4,28,"r",3430.622,0.000181818181818182,3.55090909090909e-07,3.906e-06,0.145921892,0.200210962,NA,NA,NA
3115,"i","g","u",4,10,625,93,12,78,"r",39930718.118,0.519483870967742,0.26602146344086,24.7399961,7.949219,0.422226614,398.369306171274,NA,NA
3116,"i","g","u",4,10,225,33,4,28,"d",12897.88,0,0,0,0.0195315,0.018054642,NA,NA,NA
3117,"i","g","u",4,10,225,11,4,28,"r",3149066.91,0.726909090909091,0.351503905818182,3.866542964,0.048828,0.060882842,223.58512696815,NA,NA
3118,"i","g","u",4,10,625,31,12,78,"d",12656.362,6.45161290322581e-05,1.26e-07,3.906e-06,0.1757815,0.176039106,NA,NA,NA
3119,"i","g","u",4,10,625,93,12,78,"r",52800407.546,0.321247311827957,0.158974420451613,14.784621102,0.913988524,1.05379692,377.266663757444,NA,NA
3120,"i","g","u",4,10,225,11,4,28,"d",7684.52,0,0,0,0.532914146,0.934675854,NA,NA,NA
3121,"i","g","u",4,10,625,93,12,78,"r",9654.122,0.0023010752688172,6.76221505376344e-06,0.000628886,0.41630085,2.3316016,NA,NA,NA
3122,"i","g","u",4,10,225,33,4,28,"d",13594.92,0,0,0,0.249355378,0.494898498,NA,NA,NA
3123,"i","g","u",4,5,225,33,4,28,"r",7395.108,0.00139393939393939,2.84072727272727e-06,9.3744e-05,0.119422026,0.150718896,NA,NA,NA
3124,"i","g","u",4,5,625,31,12,78,"d",4519.5,0,0,0,1.533203,0.030667968,NA,NA,NA
3125,"i","g","u",4,5,625,93,12,78,"r",8261201.896,0.233655913978495,0.0970727487526882,9.027765634,0.004883,0,519.219267036973,NA,NA
3126,"i","g","u",4,5,625,93,12,78,"d",11963.32,0,0,0,0.620671954,0.556121162,NA,NA,NA
3127,"i","g","u",4,5,625,31,12,78,"r",8823474.988,0.498322580645161,0.21542515083871,6.678179676,0.1171875,0.016820262,433.841506644459,NA,NA
3128,"i","g","u",4,5,225,11,4,28,"d",6276.94,0,0,0,0.161133,0.072519606,NA,NA,NA
3129,"i","g","u",4,5,225,33,4,28,"d",10466.32,0,0,0,0.21573053,0.205957112,NA,NA,NA
3130,"i","g","u",4,5,625,31,12,78,"d",15964.2,0,0,0,0.2734375,0.489238454,NA,NA,NA
3131,"i","g","u",4,5,625,31,12,78,"d",4761.62,0,0,0,1.78318363,0.8757227,NA,NA,NA
3132,"i","g","u",4,5,625,31,12,78,"d",5858.86,0,0,0,0.8251955,0.614988442,NA,NA,NA
3133,"i","g","u",4,5,625,93,12,78,"d",12320.42,0,0,0,1.618117312,0.151125098,NA,NA,NA
3134,"i","g","u",4,5,225,11,4,28,"d",5705.88,0,0,0,0.2001955,0.43507053,NA,NA,NA
3135,"i","g","u",4,5,625,93,12,78,"r",44509.23,0.00410752688172043,0.000326150838709677,0.030332028,0.8544925,1.637335996,588.862084612545,NA,NA
3136,"i","g","u",4,5,225,11,4,28,"r",3375.382,0.000181818181818182,3.55090909090909e-07,3.906e-06,0.465191564,0.056449316,NA,NA,NA
3137,"i","g","u",4,5,225,11,4,28,"d",6568.58,0,0,0,0.0146485,0.009070694,NA,NA,NA
3138,"i","g","u",4,5,625,31,12,78,"r",84312.446,0.0213548387096774,0.00270199070967742,0.083761712,0.004883,0.008539016,732.020601875136,NA,NA
3139,"i","g","u",4,5,625,93,12,78,"r",4229541.84,0.130129032258065,0.0456502016989247,4.245468758,0.345792806,0.271070388,696.164700326594,NA,NA
3140,"i","g","u",4,5,225,33,4,28,"d",10143.422,6.06060606060606e-05,1.18363636363636e-07,3.906e-06,0.0097655,0.008773376,431,NA,NA
3141,"i","g","u",4,5,625,93,12,78,"d",13893.42,0,0,0,0.252667978,2.032640708,NA,NA,NA
3142,"i","g","u",4,5,625,31,12,78,"r",13975.988,0.000193548387096774,5.04e-07,1.5624e-05,0.576172,0.983156254,172.5,NA,NA
3143,"i","g","u",4,5,625,93,12,78,"r",1324128.336,0.0496989247311828,0.0139834509247312,1.300460936,0.354656338,0.582515662,378.913563947679,NA,NA
3144,"i","g","u",4,5,225,33,4,28,"r",1057689.818,0.048,0.011561198,0.381519534,0,0.228902362,235.767557228155,NA,NA
3145,"i","g","u",4,5,625,93,12,78,"r",690081.228,0.0185591397849462,0.00400596438709677,0.372554688,0,0.241101584,421.662348548018,NA,NA
3146,"i","g","u",4,5,625,31,12,78,"d",15432.88,0,0,0,0.246753936,0.479214896,NA,NA,NA
3147,"i","g","u",4,5,225,11,4,28,"r",7386.7,0.0347272727272727,0.000539771636363636,0.005937488,0,0.013234472,282.766666666667,NA,NA
3148,"i","g","u",4,5,625,31,12,78,"r",14800.2,0,0,0,0.34864839,1.163519588,NA,NA,NA
3149,"i","g","u",4,5,225,11,4,28,"r",4617.31,0.0105454545454545,2.30809090909091e-05,0.00025389,0.126101698,0.180425892,385,NA,NA
3150,"i","g","u",4,5,225,11,4,28,"r",315023.804,0.292727272727273,0.0487862227272727,0.53664845,0.087414138,0.14751175,220.065435643125,NA,NA
3151,"i","g","u",4,5,625,31,12,78,"r",10793042.316,0.394193548387097,0.130942287935484,4.059210926,0,0,522.157714803275,NA,NA
3152,"i","g","u",4,5,225,33,4,28,"d",9407.438,0.000545454545454545,1.06527272727273e-06,3.5154e-05,0.175562426,0.21824619,NA,NA,NA
3153,"i","g","u",4,5,225,11,4,28,"d",5409.52,0,0,0,0.116965064,0.243421816,NA,NA,NA
3154,"i","g","u",4,5,625,93,12,78,"d",12043.34,0,0,0,0.0195315,0.08064473,NA,NA,NA
3155,"i","g","u",4,5,225,33,4,28,"r",8852.184,0.000121212121212121,2.36727272727273e-07,7.812e-06,0.004883,0.004199376,NA,NA,NA
3156,"i","g","u",4,5,225,11,4,28,"r",3898.382,0.000181818181818182,3.55090909090909e-07,3.906e-06,0.473633,0.899066426,NA,NA,NA
3157,"i","g","u",4,5,225,11,4,28,"d",5943.92,0,0,0,0.551758,0.01957033,NA,NA,NA
3158,"i","g","u",4,5,225,33,4,28,"d",10766.98,0,0,0,0.292969,0.070171828,NA,NA,NA
3159,"i","g","u",4,5,225,33,4,28,"r",3134303.72,0.254606060606061,0.100503078,3.316601574,0.317383,0.271461052,192.857144934951,NA,NA
3160,"i","g","u",4,5,625,93,12,78,"d",13783.3,0,0,0,0,0.017132792,NA,NA,NA
3161,"i","g","u",4,5,225,33,4,28,"r",8647.622,6.06060606060606e-05,1.18363636363636e-07,3.906e-06,0.120336334,0.419375022,52,NA,NA
3162,"i","g","u",4,5,225,33,4,28,"d",9554.66,0,0,0,0.148199274,0.158070374,NA,NA,NA
3163,"i","s","b",3,10,625,31,12,78,"d",11929.84,0,0,0,0.304265622,4.618394538,NA,NA,NA
3164,"i","s","b",3,10,625,93,12,78,"d",13404.62,0,0,0,0.009429588,2.098687506,NA,NA,NA
3165,"i","s","b",3,10,225,11,4,28,"r",10735.212,0.00636363636363636,1.27832727272727e-05,0.000140616,0.066394592,3.68339843,NA,NA,NA
3166,"i","s","b",3,10,225,11,4,28,"r",10525.186,0.00236363636363636,4.61618181818182e-06,5.0778e-05,0.159843618,0.786417978,207.5,NA,NA
3167,"i","s","b",3,10,225,11,4,28,"r",28969.814,0.0585454545454545,0.000950636545454545,0.010457006,0.043101292,1.560027414,275.674242424242,NA,NA
3168,"i","s","b",3,10,625,31,12,78,"d",12649.42,0,0,0,0.465656238,2.79683594,NA,NA,NA
3169,"i","s","b",3,10,625,93,12,78,"d",13385.842,2.1505376344086e-05,4.2e-08,3.906e-06,0.341511766,8.93540624,NA,NA,NA
3170,"i","s","b",3,10,225,33,4,28,"r",1667311.024,0.113939393939394,0.0306122145454545,1.010203078,0.36407026,1.212195308,274.649173566596,NA,NA
3171,"i","s","b",3,10,225,33,4,28,"r",5144962.694,0.35230303030303,0.14829983430303,4.893894526,0.12883957,2.436851562,281.019042637935,NA,NA
3172,"i","s","b",3,10,225,33,4,28,"r",409212.342,0.0423030303030303,0.00412890533333333,0.136253864,0.3027345,1.245874966,356.403625899588,NA,NA
3173,"i","s","b",3,10,225,33,4,28,"d",11429.28,0,0,0,0.1321481,2.301914054,NA,NA,NA
3174,"i","s","b",3,10,225,33,4,28,"d",11337.3,0,0,0,0.0097655,0.107140622,NA,NA,NA
3175,"i","s","b",3,10,625,93,12,78,"r",14106156.646,0.104236559139785,0.0405596016344086,3.772042948,0.080823958,0.216714808,622.881322055036,NA,NA
3176,"i","s","b",3,10,625,93,12,78,"r",57325294.852,0.364279569892473,0.194673051075269,18.10459375,0.195734338,0.948945298,797.627148732028,NA,NA
3177,"i","s","b",3,10,625,93,12,78,"d",13573.464,4.3010752688172e-05,8.4e-08,7.812e-06,0.089914062,5.36325781,NA,NA,NA
3178,"i","s","b",3,10,225,11,4,28,"d",10685.64,0,0,0,0.049203032,0.619750002,NA,NA,NA
3179,"i","s","b",3,10,625,31,12,78,"r",5192210.58,0.379290322580645,0.171141632645161,5.305390604,0.302570246,1.863972684,749.514737666545,NA,NA
3180,"i","s","b",3,10,625,93,12,78,"r",5956759.898,0.0700860215053764,0.0227284523010753,2.113746066,2.797804564,1.921417958,658.97514078248,NA,NA
3181,"i","s","b",3,10,225,11,4,28,"r",10451.552,0.00109090909090909,2.13054545454545e-06,2.3436e-05,0.2917265,1.049011784,285,NA,NA
3182,"i","s","b",3,10,625,93,12,78,"d",13519.12,0,0,0,1.088726746,13.060683598,NA,NA,NA
3183,"i","s","b",3,10,225,33,4,28,"d",11457.06,0,0,0,0.15404683,3.566496104,NA,NA,NA
3184,"i","s","b",3,10,625,31,12,78,"d",12362.922,6.45161290322581e-05,1.26e-07,3.906e-06,0.0097655,0.211050794,NA,NA,NA
3185,"i","s","b",3,10,625,93,12,78,"r",20756804.09,0.143956989247312,0.0610070143870968,5.673652334,0.028500132,0.170628972,669.369720505604,NA,NA
3186,"i","s","b",3,10,225,11,4,28,"d",10888.38,0,0,0,0.09164841,2.00367188,NA,NA,NA
3187,"i","s","b",3,10,225,33,4,28,"d",11266.48,0,0,0,0.039117046,3.450234354,NA,NA,NA
3188,"i","s","b",3,10,625,31,12,78,"r",5182777.848,0.403548387096774,0.20566960683871,6.3757578,0,3.556207028,349.976958136086,NA,NA
3189,"i","s","b",3,10,225,11,4,28,"d",10964.88,0,0,0,0.15184752,1.743851564,NA,NA,NA
3190,"i","s","b",3,10,225,33,4,28,"r",29367.192,0.0224848484848485,0.00034872096969697,0.011507794,0.077804718,0.668972662,249.767230576441,NA,NA
3191,"i","s","b",3,10,625,31,12,78,"d",12335.66,0,0,0,0.518402242,2.361632806,NA,NA,NA
3192,"i","s","b",3,10,225,11,4,28,"r",430863.926,0.114727272727273,0.0153526263636364,0.168878884,0.029297,0.677550812,224.353639629376,NA,NA
3193,"i","s","b",3,10,625,31,12,78,"r",1824498.062,0.144,0.0499610630967742,1.548792952,1.047984164,6.23493359,681.024987181603,NA,NA
3194,"i","s","b",3,10,225,11,4,28,"d",10769.86,0,0,0,0.707574178,1.598492188,NA,NA,NA
3195,"i","s","b",3,10,225,33,4,28,"d",11283.96,0,0,0,0.127644544,0.86457031,NA,NA,NA
3196,"i","s","b",3,10,225,33,4,28,"r",1185645.65,0.0785454545454545,0.0200929206060606,0.663066372,0.449816304,0.74251952,310.681789325277,NA,NA
3197,"i","s","b",3,10,225,11,4,28,"d",10797.32,0,0,0,0.131851538,0.566652342,NA,NA,NA
3198,"i","s","b",3,10,625,31,12,78,"r",2156561.742,0.185806451612903,0.0768033009677419,2.380902324,0.269437344,2.213031252,851.045017327365,NA,NA
3199,"i","s","b",3,10,625,31,12,78,"d",11990.466,0.00270967741935484,5.418e-06,0.000167958,0.555320088,1.271386716,NA,NA,NA
3200,"i","s","b",3,10,625,31,12,78,"r",3555501.432,0.264774193548387,0.119552166645161,3.70611717,0.247785088,0.961066412,704.691616937668,NA,NA
3201,"i","s","b",3,10,625,93,12,78,"d",13693.06,0,0,0,0,0.617679572,NA,NA,NA
3202,"i","s","b",3,10,625,93,12,78,"r",62057998.312,0.445849462365591,0.244479418494624,22.736585928,6.498769574,2.696308594,576.795797594342,NA,NA
3203,"i","s","b",3,5,625,31,12,78,"d",11339.52,0,0,0,0.080109452,2.754542958,NA,NA,NA
3204,"i","s","b",3,5,625,31,12,78,"r",11087.034,0.000451612903225806,8.82e-07,2.7342e-05,0.014711132,1.77399609,NA,NA,NA
3205,"i","s","b",3,5,225,11,4,28,"d",10550.1,0,0,0,0.035652334,0.816050792,NA,NA,NA
3206,"i","s","b",3,5,225,11,4,28,"r",10583.848,0.000727272727272727,1.42036363636364e-06,1.5624e-05,0.33360534,0.405749988,NA,NA,NA
3207,"i","s","b",3,5,225,33,4,28,"d",10892.72,0,0,0,0.0097655,0.764726388,NA,NA,NA
3208,"i","s","b",3,5,625,93,12,78,"d",13029.2,0,0,0,0.023242186,1.177003908,NA,NA,NA
3209,"i","s","b",3,5,625,93,12,78,"r",35108256.908,0.219096774193548,0.0926152553548387,8.613218742,0.218339856,1.908898428,742.482316761003,NA,NA
3210,"i","s","b",3,5,225,33,4,28,"d",10980.32,0,0,0,0.079273522,0.287136722,NA,NA,NA
3211,"i","s","b",3,5,225,33,4,28,"r",10806.908,0.018,4.19013333333333e-05,0.00138274,0.291828234,0.436953134,353,NA,NA
3212,"i","s","b",3,5,225,33,4,28,"r",10911.616,0.00739393939393939,1.7518e-05,0.000578094,1.39741016,0.352035192,NA,NA,NA
3213,"i","s","b",3,5,625,31,12,78,"r",11158.232,0.00161290322580645,3.276e-06,0.000101556,0.112859252,0.479265552,501.714285714286,NA,NA
3214,"i","s","b",3,5,625,31,12,78,"d",11703.74,0,0,0,0.24859782,1.113750008,NA,NA,NA
3215,"i","s","b",3,5,225,33,4,28,"d",10705.92,0,0,0,0.089304586,0.871390596,NA,NA,NA
3216,"i","s","b",3,5,625,31,12,78,"d",11512.98,0,0,0,0.348363264,4.194742174,NA,NA,NA
3217,"i","s","b",3,5,225,11,4,28,"d",10651.98,0,0,0,0.160230664,0.91444142,NA,NA,NA
3218,"i","s","b",3,5,625,31,12,78,"r",10954.978,0.00483870967741936,1.1214064516129e-05,0.000347636,0.464581878,2.315874992,738,NA,NA
3219,"i","s","b",3,5,625,93,12,78,"r",1089676.768,0.0292258064516129,0.00606241589247312,0.563804668,0.004883,1.46942189,561.714227676506,NA,NA
3220,"i","s","b",3,5,625,93,12,78,"r",5137758.548,0.149978494623656,0.0569751343225806,5.298687476,1.155960962,0.973042972,623.827224413618,NA,NA
3221,"i","s","b",3,5,625,31,12,78,"r",11133.592,0.00380645161290323,9.57606451612903e-06,0.000296858,0.004883,1.393382936,48,NA,NA
3222,"i","s","b",3,5,625,31,12,78,"r",11115.674,0.000451612903225806,8.82e-07,2.7342e-05,0.121941318,0.775425792,NA,NA,NA
3223,"i","s","b",3,5,225,33,4,28,"r",10788.622,0.00460606060606061,9.58751515151515e-06,0.000316388,0.023539246,0.731550792,NA,NA,NA
3224,"i","s","b",3,5,625,31,12,78,"d",11521.36,0,0,0,0.185547,1.747644544,NA,NA,NA
3225,"i","s","b",3,5,225,11,4,28,"d",10640.3,0,0,0,0.091273426,0.527792986,NA,NA,NA
3226,"i","s","b",3,5,625,93,12,78,"r",9592499.82,0.100408602150538,0.0369842067526882,3.439531232,0.246991996,0.215300782,625.788775014194,NA,NA
3227,"i","s","b",3,5,225,11,4,28,"r",10520.982,0.000181818181818182,3.55090909090909e-07,3.906e-06,0.107035146,0.61856643,NA,NA,NA
3228,"i","s","b",3,5,225,11,4,28,"d",10578.46,0,0,0,0.086757966,0.454839866,NA,NA,NA
3229,"i","s","b",3,5,225,11,4,28,"r",10323.142,0.000181818181818182,3.55090909090909e-07,3.906e-06,0.132480386,0.893179684,690,NA,NA
3230,"i","s","b",3,5,225,33,4,28,"r",10827.372,0.00248484848484848,5.44472727272727e-06,0.000179676,0.180781314,0.69142581,156,NA,NA
3231,"i","s","b",3,5,625,93,12,78,"r",11769.432,0.00131182795698925,2.772e-06,0.000257796,0.0390625,2.999800676,49,NA,NA
3232,"i","s","b",3,5,225,11,4,28,"r",10490.462,0.000181818181818182,3.55090909090909e-07,3.906e-06,0.23168377,0.418734368,NA,NA,NA
3233,"i","s","b",3,5,625,31,12,78,"d",11877.2,0,0,0,0.175781,1.318707036,NA,NA,NA
3234,"i","s","b",3,5,225,11,4,28,"d",10567.88,0,0,0,0.021132826,0.200722674,NA,NA,NA
3235,"i","s","b",3,5,625,93,12,78,"d",12815.54,0,0,0,0.442355472,0.781750066,NA,NA,NA
3236,"i","s","b",3,5,625,93,12,78,"d",12738.28,0,0,0,0.056457028,3.069972632,NA,NA,NA
3237,"i","s","b",3,5,225,33,4,28,"d",10967.96,0,0,0,0.078120954,0.748433592,NA,NA,NA
3238,"i","s","b",3,5,625,93,12,78,"d",12780.2,0,0,0,0.132218786,3.039281268,NA,NA,NA
3239,"i","s","b",3,5,225,11,4,28,"r",10467.14,0,0,0,0.1660155,0.31594534,NA,NA,NA
3240,"i","s","b",3,5,225,33,4,28,"r",10919.986,0.00254545454545455,5.08963636363636e-06,0.000167958,0.071867414,0.478066424,NA,NA,NA
3241,"i","s","b",3,5,625,93,12,78,"d",12692.28,0,0,0,0.059042998,0.522042936,NA,NA,NA
3242,"i","s","b",3,5,225,33,4,28,"d",10844.58,0,0,0,0,1.517976684,NA,NA,NA
3243,"i","s","b",4,10,625,31,12,78,"r",10948.32,0,0,0,0.298511732,3.695234426,NA,NA,NA
3244,"i","s","b",4,10,225,33,4,28,"d",14017.16,0,0,0,0.116660142,2.49255473,NA,NA,NA
3245,"i","s","b",4,10,225,33,4,28,"d",10173.1,0,0,0,0.057300828,0.458359454,NA,NA,NA
3246,"i","s","b",4,10,225,33,4,28,"d",7693.9,0,0,0,0.03322651,1.129679758,NA,NA,NA
3247,"i","s","b",4,10,225,11,4,28,"r",11763.5,0,0,0,0.409398524,1.340527424,NA,NA,NA
3248,"i","s","b",4,10,225,33,4,28,"r",16098.88,0,0,0,0.142507888,1.821015686,NA,NA,NA
3249,"i","s","b",4,10,225,11,4,28,"d",6249.94,0,0,0,0.233246234,2.513574298,NA,NA,NA
3250,"i","s","b",4,10,225,33,4,28,"r",7959.04,0,0,0,0.23882041,1.048457102,NA,NA,NA
3251,"i","s","b",4,10,225,11,4,28,"r",7801.76,0,0,0,0.026339754,1.373195362,NA,NA,NA
3252,"i","s","b",4,10,225,33,4,28,"d",10800.1,0,0,0,0.055113476,1.800171946,NA,NA,NA
3253,"i","s","b",4,10,625,31,12,78,"r",12548.36,0,0,0,0.849332222,3.184785228,NA,NA,NA
3254,"i","s","b",4,10,225,11,4,28,"r",5938.1,0,0,0,0.094042946,0.64012115,NA,NA,NA
3255,"i","s","b",4,10,225,11,4,28,"d",10904.44,0,0,0,0.34905082,1.868554734,NA,NA,NA
3256,"i","s","b",4,10,625,31,12,78,"d",12339.54,0,0,0,2.688343816,3.22957039,NA,NA,NA
3257,"i","s","b",4,10,625,31,12,78,"r",10607.7,0,0,0,0.2246095,2.81353522,NA,NA,NA
3258,"i","s","b",4,10,225,11,4,28,"d",8227.34,0,0,0,0.528652494,4.146902406,NA,NA,NA
3259,"i","s","b",4,10,225,33,4,28,"r",13177.68,0,0,0,0.2246095,0.51511334,NA,NA,NA
3260,"i","s","b",4,10,225,11,4,28,"d",12829.6,0,0,0,0.229253964,2.880750064,NA,NA,NA
3261,"i","s","b",4,10,225,33,4,28,"d",12959.14,0,0,0,0.303734382,0.565863342,NA,NA,NA
3262,"i","s","b",4,10,625,31,12,78,"r",10359.8,0,0,0,0.771382796,3.315890702,NA,NA,NA
3263,"i","s","b",4,10,225,11,4,28,"r",9787.42,0,0,0,0.48986726,1.496402436,NA,NA,NA
3264,"i","s","b",4,10,625,31,12,78,"r",10880.36,0,0,0,0.395437478,1.043972718,NA,NA,NA
3265,"i","s","b",4,10,225,33,4,28,"r",14028.04,0,0,0,1.124859274,1.523230532,NA,NA,NA
3266,"i","s","b",4,10,225,11,4,28,"r",3927.52,0,0,0,0.353101544,2.120062568,NA,NA,NA
3267,"i","s","b",4,10,225,33,4,28,"r",6637.62,0,0,0,0.458769668,1.33200398,NA,NA,NA
3268,"i","s","b",4,10,225,11,4,28,"d",14170.1,0,0,0,0.148136854,3.405851618,NA,NA,NA
3269,"i","s","b",4,5,625,93,12,78,"d",10609.48,0,0,0,3.906e-05,1.120668052,NA,NA,NA
3270,"i","s","b",4,5,625,93,12,78,"r",10506.56,0,0,0,0.263562538,1.009480528,NA,NA,NA
3271,"i","s","b",4,5,225,11,4,28,"d",10941.66,0,0,0,0.49655498,0.428328406,NA,NA,NA
3272,"i","s","b",4,5,625,93,12,78,"r",15955.322,2.1505376344086e-05,4.2e-08,3.906e-06,3.434250058,0.879992272,NA,NA,NA
3273,"i","s","b",4,5,625,93,12,78,"d",12510.88,0,0,0,0.32424618,2.811289122,NA,NA,NA
3274,"i","s","b",4,5,625,31,12,78,"d",9329.14,0,0,0,0.310882902,1.698496148,NA,NA,NA
3275,"i","s","b",4,5,625,93,12,78,"r",14756.22,0,0,0,0.058695324,2.751277444,NA,NA,NA
3276,"i","s","b",4,5,225,33,4,28,"d",8864.42,0,0,0,0.419312378,0.45962515,NA,NA,NA
3277,"i","s","b",4,5,625,93,12,78,"r",11374.54,0,0,0,0.455672134,2.95171881,NA,NA,NA
3278,"i","s","b",4,5,625,31,12,78,"r",13910.44,0,0,0,0.44700396,0.428855498,NA,NA,NA
3279,"i","s","b",4,5,225,33,4,28,"d",11107.9,0,0,0,0.252011978,0.86619146,NA,NA,NA
3280,"i","s","b",4,5,625,93,12,78,"r",9549.5,0,0,0,0.2918985,0.932722718,NA,NA,NA
3281,"i","s","b",4,5,225,11,4,28,"r",3626.52,0,0,0,0.101956856,0.380496166,NA,NA,NA
3282,"i","s","b",4,5,225,11,4,28,"d",13304.14,0,0,0,0.705800694,0.887875048,NA,NA,NA
3283,"i","s","b",4,5,225,33,4,28,"d",10451.98,0,0,0,0.15910953,0.519957092,NA,NA,NA
3284,"i","s","b",4,5,225,33,4,28,"r",5232.66,0,0,0,0.57931269,0.639726614,NA,NA,NA
3285,"i","s","b",4,5,225,11,4,28,"d",9743.62,0,0,0,0.022250084,0.207703128,NA,NA,NA
3286,"i","s","b",4,5,625,31,12,78,"d",8348.08,0,0,0,1.55602738,2.71179694,NA,NA,NA
3287,"i","s","b",4,5,225,11,4,28,"d",14446.94,0,0,0,0.097504052,0.405535232,NA,NA,NA
3288,"i","s","b",4,5,625,31,12,78,"d",7563.4,0,0,0,0.724261726,1.781570372,NA,NA,NA
3289,"i","s","b",4,5,225,33,4,28,"r",15269.58,0,0,0,0.137085976,0.53868754,NA,NA,NA
3290,"i","s","b",4,5,225,33,4,28,"r",15968.02,0,0,0,0.034308656,0.606273506,NA,NA,NA
3291,"i","s","b",4,5,225,33,4,28,"d",13270.42,0,0,0,0.057277418,0.70332429,NA,NA,NA
3292,"i","s","b",4,5,225,11,4,28,"r",4912.48,0,0,0,0.127980528,2.07312896,NA,NA,NA
3293,"i","s","b",4,5,625,93,12,78,"d",11808.1,0,0,0,0.169625034,1.497257888,NA,NA,NA
3294,"i","s","b",4,5,225,11,4,28,"r",6069.26,0,0,0,0.0146485,0.042187448,NA,NA,NA
3295,"i","s","b",4,5,625,31,12,78,"d",12541.74,0,0,0,0.33223858,1.373929756,NA,NA,NA
3296,"i","s","b",4,5,225,11,4,28,"d",12220.84,0,0,0,0.046535188,3.172586012,NA,NA,NA
3297,"i","s","b",4,5,625,31,12,78,"r",16071.7,0,0,0,0.188882836,4.064964888,NA,NA,NA
3298,"i","s","b",4,5,625,31,12,78,"r",6517.24,0,0,0,0.205000174,1.392882874,NA,NA,NA
3299,"i","s","b",4,5,625,31,12,78,"r",9532.02,0,0,0,0.244972662,2.978160226,NA,NA,NA
3300,"i","s","b",4,5,625,93,12,78,"d",11473.08,0,0,0,0.329035338,1.936796922,NA,NA,NA
3301,"i","s","b",4,5,625,31,12,78,"d",10358.22,0,0,0,0.80455088,2.024023504,NA,NA,NA
3302,"i","s","b",4,5,625,31,12,78,"r",13259.28,0,0,0,0.3027345,0.80282811,NA,NA,NA
3303,"i","s","b",4,5,625,93,12,78,"d",11098.84,0,0,0,1.14705476,1.372707108,NA,NA,NA
3304,"i","s","b",4,5,225,11,4,28,"r",7337.46,0,0,0,1.009699414,1.666363322,NA,NA,NA
3305,"i","s","b",4,5,225,33,4,28,"r",6805.94,0,0,0,0.046816686,0.448636782,NA,NA,NA
3306,"i","s","b",4,5,225,33,4,28,"d",13673.66,0,0,0,0.017769608,0.606128966,NA,NA,NA
3307,"i","s","b",4,5,225,33,4,28,"r",7360.66,0,0,0,0.403863392,0.343703184,NA,NA,NA
3308,"i","s","b",4,5,225,11,4,28,"r",8489.62,0,0,0,0.336109354,0.544730508,NA,NA,NA
